Date,Revenue,COGS
2023-04-11,4395648.4,3692544.59
2023-04-12,4542031.53,3818510.17
2023-04-13,4422328.6,3718456.37
2023-04-14,4184206.22,3517814.48
2023-04-15,4064503.28,3417760.68
2023-04-16,4210886.42,3543726.26
2023-04-17,4570654.02,3850945.31
2023-04-18,4930421.62,4158164.37
2023-04-19,5076804.76,4284129.95
2023-04-20,4957101.82,4184076.14
2023-04-21,4718979.44,3983434.26
2023-04-22,4599276.51,3883380.45
2023-04-23,4745659.64,4009346.04
2023-04-24,5105427.25,4316565.09
2023-04-25,5465194.85,4623784.14
2023-04-26,5611577.99,4749749.72
2023-04-27,5491875.05,4649695.92
2023-04-28,5253752.67,4449054.03
2023-04-29,5134049.73,4349000.23
2023-04-30,5280432.87,4474965.81
2023-05-01,3653434.03,3030056.18
2023-05-02,4013201.64,3337275.23
2023-05-03,4159584.77,3463240.81
2023-05-04,4039881.84,3363187.01
2023-05-05,3801759.46,3162545.12
2023-05-06,3682056.52,3062491.32
2023-05-07,3828439.66,3188456.9
2023-05-08,4188207.26,3495675.95
2023-05-09,4547974.86,3802895.0
2023-05-10,4694358.0,3928860.58
2023-05-11,4574655.06,3828806.78
2023-05-12,4336532.68,3628164.89
2023-05-13,4216829.75,3528111.09
2023-05-14,4363212.88,3654076.67
2023-05-15,4722980.49,3961295.72
2023-05-16,5082748.09,4268514.77
2023-05-17,5229131.23,4394480.35
2023-05-18,5109428.29,4294426.55
2023-05-19,4871305.91,4093784.66
2023-05-20,4751602.97,3993730.86
2023-05-21,4897986.11,4119696.44
2023-05-22,5257753.71,4426915.49
2023-05-23,5617521.32,4734134.55
2023-05-24,5763904.46,4860100.13
2023-05-25,5644201.52,4760046.33
2023-05-26,5406079.14,4559404.44
2023-05-27,5286376.2,4459350.64
2023-05-28,5432759.34,4585316.22
2023-05-29,5792526.94,4892535.27
2023-05-30,6152294.54,5199754.32
2023-05-31,6298677.68,5325719.9
2023-06-01,3756845.39,3066267.66
2023-06-02,3518723.0,2865625.77
2023-06-03,3399020.07,2765571.97
2023-06-04,3545403.21,2891537.55
2023-06-05,3905170.81,3198756.6
2023-06-06,4264938.41,3505975.65
2023-06-07,4411321.55,3631941.23
2023-06-08,4291618.61,3531887.43
2023-06-09,4053496.23,3331245.54
2023-06-10,3933793.29,3231191.74
2023-06-11,4080176.43,3357157.32
2023-06-12,4439944.03,3664376.37
2023-06-13,4799711.64,3971595.43
2023-06-14,4946094.78,4097561.01
2023-06-15,4826391.84,3997507.21
2023-06-16,4588269.46,3796865.32
2023-06-17,4468566.52,3696811.52
2023-06-18,4614949.66,3822777.1
2023-06-19,4974717.26,4129996.15
2023-06-20,5334484.86,4437215.2
2023-06-21,5480868.0,4563180.78
2023-06-22,5361165.07,4463126.98
2023-06-23,5123042.68,4262485.09
2023-06-24,5003339.75,4162431.29
2023-06-25,5149722.89,4288396.87
2023-06-26,5509490.49,4595615.92
2023-06-27,5869258.09,4902834.97
2023-06-28,6015641.23,5028800.55
2023-06-29,5895938.29,4928746.75
2023-06-30,5657815.91,4728104.86
2023-07-01,2315303.41,2235114.12
2023-07-02,2461686.54,2361079.7
2023-07-03,2821454.15,2668298.75
2023-07-04,3181221.75,2975517.81
2023-07-05,3327604.89,3101483.39
2023-07-06,3207901.95,3001429.59
2023-07-07,2969779.57,2800787.7
2023-07-08,2850076.63,2700733.9
2023-07-09,2996459.77,2826699.48
2023-07-10,3356227.37,3133918.53
2023-07-11,3715994.98,3441137.58
2023-07-12,3862378.11,3567103.16
2023-07-13,3742675.18,3467049.36
2023-07-14,3504552.8,3266407.47
2023-07-15,3384849.86,3166353.67
2023-07-16,3531233.0,3292319.25
2023-07-17,3891000.6,3599538.3
2023-07-18,4250768.2,3906757.35
2023-07-19,4397151.34,4032722.93
2023-07-20,4277448.4,3932669.13
2023-07-21,4039326.02,3732027.24
2023-07-22,3919623.09,3631973.44
2023-07-23,4066006.22,3757939.02
2023-07-24,4425773.83,4065158.07
2023-07-25,4785541.43,4372377.12
2023-07-26,4931924.57,4498342.7
2023-07-27,4812221.63,4398288.9
2023-07-28,4574099.25,4197647.01
2023-07-29,4454396.31,4097593.21
2023-07-30,4600779.45,4223558.79
2023-07-31,4960547.05,4530777.84
2023-08-01,2307930.81,2144038.5
2023-08-02,2454313.94,2270004.08
2023-08-03,2585191.6,2527434.67
2023-08-04,2347069.22,2326792.79
2023-08-05,2227366.28,2226738.98
2023-08-06,2373749.42,2352704.57
2023-08-07,2733517.02,2659923.62
2023-08-08,3093284.62,2967142.67
2023-08-09,3239667.76,3093108.25
2023-08-10,3119964.82,2993054.45
2023-08-11,2881842.44,2792412.56
2023-08-12,2762139.51,2692358.76
2023-08-13,2908522.64,2818324.34
2023-08-14,3268290.25,3125543.39
2023-08-15,3628057.85,3432762.44
2023-08-16,3774440.99,3558728.02
2023-08-17,3654738.05,3458674.22
2023-08-18,3416615.67,3258032.33
2023-08-19,3296912.73,3157978.53
2023-08-20,3443295.87,3283944.11
2023-08-21,3803063.47,3591163.16
2023-08-22,4162831.08,3898382.21
2023-08-23,4309214.21,4024347.79
2023-08-24,4189511.28,3924293.99
2023-08-25,3951388.9,3723652.1
2023-08-26,3831685.96,3623598.3
2023-08-27,3978069.1,3749563.88
2023-08-28,4337836.7,4056782.93
2023-08-29,4697604.3,4364001.99
2023-08-30,4843987.44,4489967.57
2023-08-31,4724284.5,4389913.77
2023-09-01,1400270.65,1443995.07
2023-09-02,1280567.72,1343941.27
2023-09-03,1426950.85,1469906.85
2023-09-04,1786718.46,1777125.9
2023-09-05,2146486.06,2084344.95
2023-09-06,2292869.2,2210310.53
2023-09-07,2173166.26,2110256.73
2023-09-08,1935043.88,1909614.84
2023-09-09,1815340.94,1809561.04
2023-09-10,1961724.08,1935526.62
2023-09-11,2321491.68,2242745.67
2023-09-12,2681259.29,2549964.72
2023-09-13,2827642.42,2675930.3
2023-09-14,2707939.49,2575876.5
2023-09-15,2469817.11,2375234.61
2023-09-16,2350114.17,2275180.81
2023-09-17,2496497.31,2401146.39
2023-09-18,2856264.91,2708365.44
2023-09-19,3216032.51,3015584.5
2023-09-20,3362415.65,3141550.08
2023-09-21,3242712.71,3041496.28
2023-09-22,3004590.33,2840854.39
2023-09-23,2884887.4,2740800.59
2023-09-24,3031270.53,2866766.17
2023-09-25,3391038.14,3173985.22
2023-09-26,3750805.74,3481204.27
2023-09-27,3897188.88,3607169.85
2023-09-28,3777485.94,3507116.05
2023-09-29,3539363.56,3306474.16
2023-09-30,3419660.62,3206420.36
2023-10-01,1202715.19,760620.54
2023-10-02,1562482.79,1067839.59
2023-10-03,1922250.4,1375058.65
2023-10-04,2068633.53,1501024.23
2023-10-05,1948930.6,1400970.42
2023-10-06,1710808.22,1200328.54
2023-10-07,1591105.28,1100274.73
2023-10-08,1737488.42,1226240.32
2023-10-09,2097256.02,1533459.37
2023-10-10,2457023.62,1840678.42
2023-10-11,2603406.76,1966644.0
2023-10-12,2483703.82,1866590.2
2023-10-13,2245581.44,1665948.31
2023-10-14,2125878.51,1565894.51
2023-10-15,2272261.64,1691860.09
2023-10-16,2632029.25,1999079.14
2023-10-17,2991796.85,2306298.19
2023-10-18,3138179.99,2432263.77
2023-10-19,3018477.05,2332209.97
2023-10-20,2780354.67,2131568.08
2023-10-21,2660651.73,2031514.28
2023-10-22,2807034.87,2157479.86
2023-10-23,3166802.47,2464698.91
2023-10-24,3526570.08,2771917.96
2023-10-25,3672953.21,2897883.54
2023-10-26,3553250.28,2797829.74
2023-10-27,3315127.9,2597187.85
2023-10-28,3195424.96,2497134.05
2023-10-29,3341808.1,2623099.63
2023-10-30,3701575.7,2930318.68
2023-10-31,4061343.3,3237537.74
2023-11-01,981109.14,1031893.94
2023-11-02,861406.2,931840.14
2023-11-03,623283.82,731198.25
2023-11-04,503580.89,631144.45
2023-11-05,649964.02,757110.03
2023-11-06,1009731.63,1064329.08
2023-11-07,1369499.23,1371548.13
2023-11-08,1515882.37,1497513.71
2023-11-09,1396179.43,1397459.91
2023-11-10,1158057.05,1196818.02
2023-11-11,1038354.11,1096764.22
2023-11-12,1184737.25,1222729.8
2023-11-13,1544504.85,1529948.86
2023-11-14,1904272.46,1837167.91
2023-11-15,2050655.59,1963133.49
2023-11-16,1930952.66,1863079.69
2023-11-17,1692830.28,1662437.8
2023-11-18,1573127.34,1562384.0
2023-11-19,1719510.48,1688349.58
2023-11-20,2079278.08,1995568.63
2023-11-21,2439045.68,2302787.68
2023-11-22,2585428.82,2428753.26
2023-11-23,2465725.88,2328699.46
2023-11-24,2227603.5,2128057.57
2023-11-25,2107900.57,2028003.77
2023-11-26,2254283.7,2153969.35
2023-11-27,2614051.31,2461188.4
2023-11-28,2973818.91,2768407.45
2023-11-29,3120202.05,2894373.03
2023-11-30,3000499.11,2794319.23
2023-12-01,501276.12,650025.75
2023-12-02,381573.19,549971.94
2023-12-03,527956.32,675937.53
2023-12-04,887723.93,983156.58
2023-12-05,1247491.53,1290375.63
2023-12-06,1393874.67,1416341.21
2023-12-07,1274171.73,1316287.41
2023-12-08,1036049.35,1115645.52
2023-12-09,916346.41,1015591.72
2023-12-10,1062729.55,1141557.3
2023-12-11,1422497.15,1448776.35
2023-12-12,1782264.76,1755995.4
2023-12-13,1928647.89,1881960.98
2023-12-14,1808944.96,1781907.18
2023-12-15,1570822.58,1581265.29
2023-12-16,1451119.64,1481211.49
2023-12-17,1597502.78,1607177.07
2023-12-18,1957270.38,1914396.12
2023-12-19,2317037.98,2221615.17
2023-12-20,2463421.12,2347580.75
2023-12-21,2343718.18,2247526.95
2023-12-22,2105595.8,2046885.06
2023-12-23,1985892.87,1946831.26
2023-12-24,2132276.0,2072796.84
2023-12-25,2492043.61,2380015.89
2023-12-26,2851811.21,2687234.95
2023-12-27,2998194.35,2813200.53
2023-12-28,2878491.41,2713146.73
2023-12-29,2640369.03,2512504.84
2023-12-30,2520666.09,2412451.04
2023-12-31,2667049.23,2538416.62
2024-01-01,1566396.43,1135522.57
2024-01-02,1926164.04,1442741.62
2024-01-03,2072547.18,1568707.2
2024-01-04,1952844.24,1468653.4
2024-01-05,1714721.86,1268011.51
2024-01-06,1595018.92,1167957.71
2024-01-07,1741402.06,1293923.29
2024-01-08,2101169.66,1601142.34
2024-01-09,2460937.26,1908361.4
2024-01-10,2607320.4,2034326.98
2024-01-11,2487617.47,1934273.18
2024-01-12,2249495.08,1733631.29
2024-01-13,2129792.15,1633577.49
2024-01-14,2276175.29,1759543.07
2024-01-15,2635942.89,2066762.12
2024-01-16,2995710.49,2373981.17
2024-01-17,3142093.63,2499946.75
2024-01-18,3022390.69,2399892.95
2024-01-19,2784268.31,2199251.06
2024-01-20,2664565.37,2099197.26
2024-01-21,2810948.51,2225162.84
2024-01-22,3170716.11,2532381.89
2024-01-23,3530483.72,2839600.94
2024-01-24,3676866.86,2965566.52
2024-01-25,3557163.92,2865512.72
2024-01-26,3319041.54,2664870.83
2024-01-27,3199338.6,2564817.03
2024-01-28,3345721.74,2690782.61
2024-01-29,3705489.34,2998001.66
2024-01-30,4065256.94,3305220.71
2024-01-31,4211640.08,3431186.29
2024-02-01,2344316.77,1854777.74
2024-02-02,2106194.39,1654135.85
2024-02-03,1986491.45,1554082.05
2024-02-04,2132874.59,1680047.63
2024-02-05,2492642.19,1987266.68
2024-02-06,2852409.79,2294485.73
2024-02-07,2998792.93,2420451.32
2024-02-08,2879090.0,2320397.51
2024-02-09,2640967.61,2119755.63
2024-02-10,2521264.68,2019701.82
2024-02-11,2667647.82,2145667.4
2024-02-12,3027415.42,2452886.46
2024-02-13,3387183.02,2760105.51
2024-02-14,3533566.16,2886071.09
2024-02-15,3413863.22,2786017.29
2024-02-16,3175740.84,2585375.4
2024-02-17,3056037.9,2485321.6
2024-02-18,3202421.04,2611287.18
2024-02-19,3562188.65,2918506.23
2024-02-20,3921956.25,3225725.28
2024-02-21,4068339.39,3351690.86
2024-02-22,3948636.45,3251637.06
2024-02-23,3710514.07,3050995.17
2024-02-24,3590811.13,2950941.37
2024-02-25,3737194.27,3076906.95
2024-02-26,4096961.87,3384126.0
2024-02-27,4456729.47,3691345.05
2024-02-28,4603112.61,3817310.63
2024-02-29,4483409.68,3717256.83
2024-03-01,2724723.06,2226104.83
2024-03-02,2605020.12,2126051.03
2024-03-03,2751403.26,2252016.61
2024-03-04,3111170.86,2559235.66
2024-03-05,3470938.47,2866454.71
2024-03-06,3617321.6,2992420.29
2024-03-07,3497618.67,2892366.49
2024-03-08,3259496.29,2691724.6
2024-03-09,3139793.35,2591670.8
2024-03-10,3286176.49,2717636.38
2024-03-11,3645944.09,3024855.44
2024-03-12,4005711.69,3332074.49
2024-03-13,4152094.83,3458040.07
2024-03-14,4032391.89,3357986.27
2024-03-15,3794269.51,3157344.38
2024-03-16,3674566.58,3057290.58
2024-03-17,3820949.71,3183256.16
2024-03-18,4180717.32,3490475.21
2024-03-19,4540484.92,3797694.26
2024-03-20,4686868.06,3923659.84
2024-03-21,4567165.12,3823606.04
2024-03-22,4329042.74,3622964.15
2024-03-23,4209339.8,3522910.35
2024-03-24,4355722.94,3648875.93
2024-03-25,4715490.54,3956094.98
2024-03-26,5075258.15,4263314.03
2024-03-27,5221641.28,4389279.61
2024-03-28,5101938.35,4289225.81
2024-03-29,4863815.97,4088583.92
2024-03-30,4744113.03,3988530.12
2024-03-31,4890496.17,4114495.7
2024-04-01,3460516.15,2871118.14
2024-04-02,3820283.75,3178337.19
2024-04-03,3966666.89,3304302.77
2024-04-04,3846963.95,3204248.97
2024-04-05,3608841.57,3003607.08
2024-04-06,3489138.63,2903553.28
2024-04-07,3635521.77,3029518.86
2024-04-08,3995289.38,3336737.91
2024-04-09,4355056.98,3643956.96
2024-04-10,4501440.12,3769922.54
2024-04-11,4381737.18,3669868.74
2024-04-12,4143614.8,3469226.85
2024-04-13,4023911.86,3369173.05
2024-04-14,4170295.0,3495138.63
2024-04-15,4530062.6,3802357.68
2024-04-16,4889830.2,4109576.74
2024-04-17,5036213.34,4235542.32
2024-04-18,4916510.41,4135488.51
2024-04-19,4678388.03,3934846.63
2024-04-20,4558685.09,3834792.82
2024-04-21,4705068.23,3960758.4
2024-04-22,5064835.83,4267977.46
2024-04-23,5424603.43,4575196.51
2024-04-24,5570986.57,4701162.09
2024-04-25,5451283.63,4601108.29
2024-04-26,5213161.25,4400466.4
2024-04-27,5093458.31,4300412.6
2024-04-28,5239841.45,4426378.18
2024-04-29,5599609.06,4733597.23
2024-04-30,5959376.66,5040816.28
2024-05-01,4118993.36,3414653.18
2024-05-02,3999290.42,3314599.38
2024-05-03,3761168.04,3113957.49
2024-05-04,3641465.1,3013903.69
2024-05-05,3787848.24,3139869.27
2024-05-06,4147615.84,3447088.32
2024-05-07,4507383.45,3754307.37
2024-05-08,4653766.58,3880272.95
2024-05-09,4534063.65,3780219.15
2024-05-10,4295941.27,3579577.26
2024-05-11,4176238.33,3479523.46
2024-05-12,4322621.47,3605489.04
2024-05-13,4682389.07,3912708.09
2024-05-14,5042156.67,4219927.14
2024-05-15,5188539.81,4345892.72
2024-05-16,5068836.87,4245838.92
2024-05-17,4830714.49,4045197.03
2024-05-18,4711011.56,3945143.23
2024-05-19,4857394.69,4071108.81
2024-05-20,5217162.3,4378327.86
2024-05-21,5576929.9,4685546.92
2024-05-22,5723313.04,4811512.5
2024-05-23,5603610.1,4711458.7
2024-05-24,5365487.72,4510816.81
2024-05-25,5245784.78,4410763.01
2024-05-26,5392167.92,4536728.59
2024-05-27,5751935.52,4843947.64
2024-05-28,6111703.13,5151166.69
2024-05-29,6258086.26,5277132.27
2024-05-30,6138383.33,5177078.47
2024-05-31,5900260.95,4976436.58
2024-06-01,3358428.65,2716984.34
2024-06-02,3504811.79,2842949.92
2024-06-03,3864579.39,3150168.97
2024-06-04,4224346.99,3457388.02
2024-06-05,4370730.13,3583353.6
2024-06-06,4251027.19,3483299.8
2024-06-07,4012904.81,3282657.91
2024-06-08,3893201.88,3182604.11
2024-06-09,4039585.01,3308569.69
2024-06-10,4399352.62,3615788.74
2024-06-11,4759120.22,3923007.8
2024-06-12,4905503.36,4048973.38
2024-06-13,4785800.42,3948919.58
2024-06-14,4547678.04,3748277.69
2024-06-15,4427975.1,3648223.89
2024-06-16,4574358.24,3774189.47
2024-06-17,4934125.84,4081408.52
2024-06-18,5293893.45,4388627.57
2024-06-19,5440276.58,4514593.15
2024-06-20,5320573.65,4414539.35
2024-06-21,5082451.27,4213897.46
2024-06-22,4962748.33,4113843.66
2024-06-23,5109131.47,4239809.24
2024-06-24,5468899.07,4547028.29
2024-06-25,5828666.67,4854247.34
2024-06-26,5975049.81,4980212.92
2024-06-27,5855346.87,4880159.12
2024-06-28,5617224.49,4679517.23
2024-06-29,5497521.56,4579463.43
2024-06-30,5643904.69,4705429.01
2024-07-01,2780862.73,2619711.12
