Date,year,month,quarter,day_of_week,day_of_month,month_sin,month_cos,dow_sin,dow_cos,is_post_2019,is_post_2019_transition,days_from_tet,is_low_margin_season,trend_index,is_holiday_302_305,is_holiday_qk,is_christmas
2023-02-10,2023,2,1,4,10,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,19,0,3873,0,0,0
2023-02-11,2023,2,1,5,11,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,20,0,3874,0,0,0
2023-02-12,2023,2,1,6,12,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,21,0,3875,0,0,0
2023-02-13,2023,2,1,0,13,0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,22,0,3876,0,0,0
2023-02-14,2023,2,1,1,14,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,23,0,3877,0,0,0
2023-02-15,2023,2,1,2,15,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,0,24,0,3878,0,0,0
2023-02-16,2023,2,1,3,16,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,25,0,3879,0,0,0
2023-02-17,2023,2,1,4,17,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,26,0,3880,0,0,0
2023-02-18,2023,2,1,5,18,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,27,0,3881,0,0,0
2023-02-19,2023,2,1,6,19,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,28,0,3882,0,0,0
2023-02-20,2023,2,1,0,20,0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,29,0,3883,0,0,0
2023-02-21,2023,2,1,1,21,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,30,0,3884,0,0,0
2023-02-22,2023,2,1,2,22,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,0,31,0,3885,0,0,0
2023-02-23,2023,2,1,3,23,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,32,0,3886,0,0,0
2023-02-24,2023,2,1,4,24,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,33,0,3887,0,0,0
2023-02-25,2023,2,1,5,25,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,34,0,3888,0,0,0
2023-02-26,2023,2,1,6,26,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,35,0,3889,0,0,0
2023-02-27,2023,2,1,0,27,0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,36,0,3890,0,0,0
2023-02-28,2023,2,1,1,28,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,37,0,3891,0,0,0
2023-03-01,2023,3,1,2,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,0,38,0,3892,0,0,0
2023-03-02,2023,3,1,3,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,39,0,3893,0,0,0
2023-03-03,2023,3,1,4,3,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,40,0,3894,0,0,0
2023-03-04,2023,3,1,5,4,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,41,0,3895,0,0,0
2023-03-05,2023,3,1,6,5,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,42,0,3896,0,0,0
2023-03-06,2023,3,1,0,6,1.0,6.123233995736766e-17,0.0,1.0,1,0,43,0,3897,0,0,0
2023-03-07,2023,3,1,1,7,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,44,0,3898,0,0,0
2023-03-08,2023,3,1,2,8,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,0,45,0,3899,0,0,0
2023-03-09,2023,3,1,3,9,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,46,0,3900,0,0,0
2023-03-10,2023,3,1,4,10,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,47,0,3901,0,0,0
2023-03-11,2023,3,1,5,11,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,48,0,3902,0,0,0
2023-03-12,2023,3,1,6,12,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,49,0,3903,0,0,0
2023-03-13,2023,3,1,0,13,1.0,6.123233995736766e-17,0.0,1.0,1,0,50,0,3904,0,0,0
2023-03-14,2023,3,1,1,14,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,51,0,3905,0,0,0
2023-03-15,2023,3,1,2,15,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,0,52,0,3906,0,0,0
2023-03-16,2023,3,1,3,16,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,53,0,3907,0,0,0
2023-03-17,2023,3,1,4,17,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,54,0,3908,0,0,0
2023-03-18,2023,3,1,5,18,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,55,0,3909,0,0,0
2023-03-19,2023,3,1,6,19,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,56,0,3910,0,0,0
2023-03-20,2023,3,1,0,20,1.0,6.123233995736766e-17,0.0,1.0,1,0,57,0,3911,0,0,0
2023-03-21,2023,3,1,1,21,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,58,0,3912,0,0,0
2023-03-22,2023,3,1,2,22,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,0,59,0,3913,0,0,0
2023-03-23,2023,3,1,3,23,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,60,0,3914,0,0,0
2023-03-24,2023,3,1,4,24,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,61,0,3915,0,0,0
2023-03-25,2023,3,1,5,25,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,62,0,3916,0,0,0
2023-03-26,2023,3,1,6,26,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,63,0,3917,0,0,0
2023-03-27,2023,3,1,0,27,1.0,6.123233995736766e-17,0.0,1.0,1,0,64,0,3918,0,0,0
2023-03-28,2023,3,1,1,28,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,65,0,3919,0,0,0
2023-03-29,2023,3,1,2,29,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,0,66,0,3920,0,0,0
2023-03-30,2023,3,1,3,30,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,67,0,3921,0,0,0
2023-03-31,2023,3,1,4,31,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,68,0,3922,0,0,0
2023-04-01,2023,4,2,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,1,0,69,0,3923,0,0,0
2023-04-02,2023,4,2,6,2,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,1,0,70,0,3924,0,0,0
2023-04-03,2023,4,2,0,3,0.8660254037844387,-0.49999999999999983,0.0,1.0,1,0,71,0,3925,0,0,0
2023-04-04,2023,4,2,1,4,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,1,0,72,0,3926,0,0,0
2023-04-05,2023,4,2,2,5,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1,0,73,0,3927,0,0,0
2023-04-06,2023,4,2,3,6,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,1,0,74,0,3928,0,0,0
2023-04-07,2023,4,2,4,7,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,1,0,75,0,3929,0,0,0
2023-04-08,2023,4,2,5,8,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,1,0,76,0,3930,0,0,0
2023-04-09,2023,4,2,6,9,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,1,0,77,0,3931,0,0,0
2023-04-10,2023,4,2,0,10,0.8660254037844387,-0.49999999999999983,0.0,1.0,1,0,78,0,3932,0,0,0
2023-04-11,2023,4,2,1,11,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,1,0,79,0,3933,0,0,0
2023-04-12,2023,4,2,2,12,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1,0,80,0,3934,0,0,0
2023-04-13,2023,4,2,3,13,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,1,0,81,0,3935,0,0,0
2023-04-14,2023,4,2,4,14,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,1,0,82,0,3936,0,0,0
2023-04-15,2023,4,2,5,15,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,1,0,83,0,3937,0,0,0
2023-04-16,2023,4,2,6,16,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,1,0,84,0,3938,0,0,0
2023-04-17,2023,4,2,0,17,0.8660254037844387,-0.49999999999999983,0.0,1.0,1,0,85,0,3939,0,0,0
2023-04-18,2023,4,2,1,18,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,1,0,86,0,3940,0,0,0
2023-04-19,2023,4,2,2,19,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1,0,87,0,3941,0,0,0
2023-04-20,2023,4,2,3,20,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,1,0,88,0,3942,0,0,0
2023-04-21,2023,4,2,4,21,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,1,0,89,0,3943,0,0,0
2023-04-22,2023,4,2,5,22,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,1,0,90,0,3944,0,0,0
2023-04-23,2023,4,2,6,23,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,1,0,91,0,3945,0,0,0
2023-04-24,2023,4,2,0,24,0.8660254037844387,-0.49999999999999983,0.0,1.0,1,0,92,0,3946,0,0,0
2023-04-25,2023,4,2,1,25,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,1,0,93,0,3947,0,0,0
2023-04-26,2023,4,2,2,26,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1,0,94,0,3948,0,0,0
2023-04-27,2023,4,2,3,27,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,1,0,95,0,3949,0,0,0
2023-04-28,2023,4,2,4,28,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,1,0,96,0,3950,0,0,0
2023-04-29,2023,4,2,5,29,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,1,0,97,0,3951,0,0,0
2023-04-30,2023,4,2,6,30,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,1,0,98,0,3952,1,0,0
2023-05-01,2023,5,2,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,99,0,3953,1,0,0
2023-05-02,2023,5,2,1,2,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,100,0,3954,0,0,0
2023-05-03,2023,5,2,2,3,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,101,0,3955,0,0,0
2023-05-04,2023,5,2,3,4,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,102,0,3956,0,0,0
2023-05-05,2023,5,2,4,5,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,103,0,3957,0,0,0
2023-05-06,2023,5,2,5,6,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,104,0,3958,0,0,0
2023-05-07,2023,5,2,6,7,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,105,0,3959,0,0,0
2023-05-08,2023,5,2,0,8,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,106,0,3960,0,0,0
2023-05-09,2023,5,2,1,9,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,107,0,3961,0,0,0
2023-05-10,2023,5,2,2,10,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,108,0,3962,0,0,0
2023-05-11,2023,5,2,3,11,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,109,0,3963,0,0,0
2023-05-12,2023,5,2,4,12,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,110,0,3964,0,0,0
2023-05-13,2023,5,2,5,13,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,111,0,3965,0,0,0
2023-05-14,2023,5,2,6,14,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,112,0,3966,0,0,0
2023-05-15,2023,5,2,0,15,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,113,0,3967,0,0,0
2023-05-16,2023,5,2,1,16,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,114,0,3968,0,0,0
2023-05-17,2023,5,2,2,17,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,115,0,3969,0,0,0
2023-05-18,2023,5,2,3,18,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,116,0,3970,0,0,0
2023-05-19,2023,5,2,4,19,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,117,0,3971,0,0,0
2023-05-20,2023,5,2,5,20,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,118,0,3972,0,0,0
2023-05-21,2023,5,2,6,21,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,119,0,3973,0,0,0
2023-05-22,2023,5,2,0,22,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,120,0,3974,0,0,0
2023-05-23,2023,5,2,1,23,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,121,0,3975,0,0,0
2023-05-24,2023,5,2,2,24,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,122,0,3976,0,0,0
2023-05-25,2023,5,2,3,25,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,123,0,3977,0,0,0
2023-05-26,2023,5,2,4,26,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,124,0,3978,0,0,0
2023-05-27,2023,5,2,5,27,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,125,0,3979,0,0,0
2023-05-28,2023,5,2,6,28,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,126,0,3980,0,0,0
2023-05-29,2023,5,2,0,29,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,127,0,3981,0,0,0
2023-05-30,2023,5,2,1,30,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,128,0,3982,0,0,0
2023-05-31,2023,5,2,2,31,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,129,0,3983,0,0,0
2023-06-01,2023,6,2,3,1,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1,0,130,0,3984,0,0,0
2023-06-02,2023,6,2,4,2,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1,0,131,0,3985,0,0,0
2023-06-03,2023,6,2,5,3,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,132,0,3986,0,0,0
2023-06-04,2023,6,2,6,4,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,133,0,3987,0,0,0
2023-06-05,2023,6,2,0,5,1.2246467991473532e-16,-1.0,0.0,1.0,1,0,134,0,3988,0,0,0
2023-06-06,2023,6,2,1,6,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1,0,135,0,3989,0,0,0
2023-06-07,2023,6,2,2,7,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1,0,136,0,3990,0,0,0
2023-06-08,2023,6,2,3,8,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1,0,137,0,3991,0,0,0
2023-06-09,2023,6,2,4,9,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1,0,138,0,3992,0,0,0
2023-06-10,2023,6,2,5,10,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,139,0,3993,0,0,0
2023-06-11,2023,6,2,6,11,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,140,0,3994,0,0,0
2023-06-12,2023,6,2,0,12,1.2246467991473532e-16,-1.0,0.0,1.0,1,0,141,0,3995,0,0,0
2023-06-13,2023,6,2,1,13,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1,0,142,0,3996,0,0,0
2023-06-14,2023,6,2,2,14,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1,0,143,0,3997,0,0,0
2023-06-15,2023,6,2,3,15,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1,0,144,0,3998,0,0,0
2023-06-16,2023,6,2,4,16,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1,0,145,0,3999,0,0,0
2023-06-17,2023,6,2,5,17,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,146,0,4000,0,0,0
2023-06-18,2023,6,2,6,18,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,147,0,4001,0,0,0
2023-06-19,2023,6,2,0,19,1.2246467991473532e-16,-1.0,0.0,1.0,1,0,148,0,4002,0,0,0
2023-06-20,2023,6,2,1,20,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1,0,149,0,4003,0,0,0
2023-06-21,2023,6,2,2,21,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1,0,150,0,4004,0,0,0
2023-06-22,2023,6,2,3,22,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1,0,151,0,4005,0,0,0
2023-06-23,2023,6,2,4,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1,0,152,0,4006,0,0,0
2023-06-24,2023,6,2,5,24,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,153,0,4007,0,0,0
2023-06-25,2023,6,2,6,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,154,0,4008,0,0,0
2023-06-26,2023,6,2,0,26,1.2246467991473532e-16,-1.0,0.0,1.0,1,0,155,0,4009,0,0,0
2023-06-27,2023,6,2,1,27,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1,0,156,0,4010,0,0,0
2023-06-28,2023,6,2,2,28,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1,0,157,0,4011,0,0,0
2023-06-29,2023,6,2,3,29,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1,0,158,0,4012,0,0,0
2023-06-30,2023,6,2,4,30,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1,0,159,0,4013,0,0,0
2023-07-01,2023,7,3,5,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,160,1,4014,0,0,0
2023-07-02,2023,7,3,6,2,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,161,1,4015,0,0,0
2023-07-03,2023,7,3,0,3,-0.4999999999999998,-0.8660254037844388,0.0,1.0,1,0,162,1,4016,0,0,0
2023-07-04,2023,7,3,1,4,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,0,163,1,4017,0,0,0
2023-07-05,2023,7,3,2,5,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1,0,164,1,4018,0,0,0
2023-07-06,2023,7,3,3,6,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,0,165,1,4019,0,0,0
2023-07-07,2023,7,3,4,7,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1,0,166,1,4020,0,0,0
2023-07-08,2023,7,3,5,8,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,167,1,4021,0,0,0
2023-07-09,2023,7,3,6,9,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,168,1,4022,0,0,0
2023-07-10,2023,7,3,0,10,-0.4999999999999998,-0.8660254037844388,0.0,1.0,1,0,169,1,4023,0,0,0
2023-07-11,2023,7,3,1,11,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,0,170,1,4024,0,0,0
2023-07-12,2023,7,3,2,12,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1,0,171,1,4025,0,0,0
2023-07-13,2023,7,3,3,13,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,0,172,1,4026,0,0,0
2023-07-14,2023,7,3,4,14,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1,0,173,1,4027,0,0,0
2023-07-15,2023,7,3,5,15,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,174,1,4028,0,0,0
