Date,year,month,quarter,day_of_week,day_of_month,month_sin,month_cos,dow_sin,dow_cos,is_post_2019,is_post_2019_transition,days_from_tet,is_low_margin_season,trend_index,is_holiday_302_305,is_holiday_qk,is_christmas,is_partial_year_2012,Revenue,COGS
2012-09-01,2012,9,3,5,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,-162,1,59,0,0,0,1,8560208.92,6738335.17
2012-09-02,2012,9,3,6,2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,-161,1,60,0,1,0,1,2587099.44,1946097.28
2012-09-03,2012,9,3,0,3,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,-160,1,61,0,0,0,1,3865505.01,3063431.08
2012-09-04,2012,9,3,1,4,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,-159,1,62,0,0,0,1,3645749.44,2876968.79
2012-09-05,2012,9,3,2,5,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,-158,1,63,0,0,0,1,2398185.51,1966376.48
2012-09-06,2012,9,3,3,6,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,-157,1,64,0,0,0,1,2858227.37,2147909.96
2012-09-07,2012,9,3,4,7,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,-156,1,65,0,0,0,1,3282753.8,2580035.06
2012-09-08,2012,9,3,5,8,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,-155,1,66,0,0,0,1,3666204.89,2804001.32
2012-09-09,2012,9,3,6,9,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,-154,1,67,0,0,0,1,4458501.42,3589475.8
2012-09-10,2012,9,3,0,10,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,-153,1,68,0,0,0,1,4548962.79,3517300.88
2012-09-11,2012,9,3,1,11,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,-152,1,69,0,0,0,1,4021565.55,3264364.41
2012-09-12,2012,9,3,2,12,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,-151,1,70,0,0,0,1,3335978.29,2673690.65
2012-09-13,2012,9,3,3,13,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,-150,1,71,0,0,0,1,2609609.29,2103806.97
2012-09-14,2012,9,3,4,14,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,-149,1,72,0,0,0,1,3729228.43,2835412.27
2012-09-15,2012,9,3,5,15,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,-148,1,73,0,0,0,1,3605125.64,2849539.9
2012-09-16,2012,9,3,6,16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,-147,1,74,0,0,0,1,4452012.44,3561492.95
2012-09-17,2012,9,3,0,17,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,-146,1,75,0,0,0,1,4811788.67,3932069.23
2012-09-18,2012,9,3,1,18,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,-145,1,76,0,0,0,1,5078878.07,4123200.89
2012-09-19,2012,9,3,2,19,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,-144,1,77,0,0,0,1,3680241.62,3014323.76
2012-09-20,2012,9,3,3,20,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,-143,1,78,0,0,0,1,3763143.75,3080273.62
2012-09-21,2012,9,3,4,21,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,-142,1,79,0,0,0,1,3943768.14,2978697.93
2012-09-22,2012,9,3,5,22,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,-141,1,80,0,0,0,1,3872374.03,3011266.74
2012-09-23,2012,9,3,6,23,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,-140,1,81,0,0,0,1,4118299.54,3294951.2
2012-09-24,2012,9,3,0,24,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,-139,1,82,0,0,0,1,5733263.53,4585762.62
2012-09-25,2012,9,3,1,25,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,-138,1,83,0,0,0,1,5639897.53,4502395.62
2012-09-26,2012,9,3,2,26,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,-137,1,84,0,0,0,1,4592282.59,3670417.04
2012-09-27,2012,9,3,3,27,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,-136,1,85,0,0,0,1,7556892.66,6017108.13
2012-09-28,2012,9,3,4,28,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,-135,1,86,0,0,0,1,4892631.14,3884590.92
2012-09-29,2012,9,3,5,29,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,-134,1,87,0,0,0,1,5304374.46,4170120.63
2012-09-30,2012,9,3,6,30,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,-133,1,88,0,0,0,1,4694379.86,3812737.52
2012-10-01,2012,10,4,0,1,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,-132,0,89,0,0,0,1,4752532.1,3764447.04
2012-10-02,2012,10,4,1,2,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,-131,0,90,0,0,0,1,3233135.78,2566510.62
2012-10-03,2012,10,4,2,3,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,-130,0,91,0,0,0,1,3515132.03,2762823.63
2012-10-04,2012,10,4,3,4,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,-129,0,92,0,0,0,1,2398137.74,1902425.74
2012-10-05,2012,10,4,4,5,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,-128,0,93,0,0,0,1,2665953.06,2064899.19
2012-10-06,2012,10,4,5,6,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,-127,0,94,0,0,0,1,2205266.94,1755004.4
2012-10-07,2012,10,4,6,7,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,-126,0,95,0,0,0,1,3389598.07,2725469.75
2012-10-08,2012,10,4,0,8,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,-125,0,96,0,0,0,1,4037039.45,3285493.04
2012-10-09,2012,10,4,1,9,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,-124,0,97,0,0,0,1,4298675.76,3472700.63
2012-10-10,2012,10,4,2,10,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,-123,0,98,0,0,0,1,3548716.67,2839202.59
2012-10-11,2012,10,4,3,11,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,-122,0,99,0,0,0,1,3421490.39,2765374.16
2012-10-12,2012,10,4,4,12,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,-121,0,100,0,0,0,1,2380119.87,1830898.15
2012-10-13,2012,10,4,5,13,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,-120,0,101,0,0,0,1,2798011.44,2256579.15
2012-10-14,2012,10,4,6,14,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,-119,0,102,0,0,0,1,3055629.78,2516987.32
2012-10-15,2012,10,4,0,15,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,-118,0,103,0,0,0,1,3234517.3,2632811.8
2012-10-16,2012,10,4,1,16,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,-117,0,104,0,0,0,1,3549298.21,2763325.25
2012-10-17,2012,10,4,2,17,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,-116,0,105,0,0,0,1,3818048.0,3108682.75
2012-10-18,2012,10,4,3,18,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,-115,0,106,0,0,0,1,2909728.89,2301277.14
2012-10-19,2012,10,4,4,19,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,-114,0,107,0,0,0,1,2877379.81,2352068.71
2012-10-20,2012,10,4,5,20,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,-113,0,108,0,0,0,1,3242557.3,2647331.71
2012-10-21,2012,10,4,6,21,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,-112,0,109,0,0,0,1,2395609.91,1920246.47
2012-10-22,2012,10,4,0,22,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,-111,0,110,0,0,0,1,3596158.34,2873316.18
2012-10-23,2012,10,4,1,23,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,-110,0,111,0,0,0,1,3999141.88,3151858.27
2012-10-24,2012,10,4,2,24,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,-109,0,112,0,0,0,1,3829179.99,3037851.31
2012-10-25,2012,10,4,3,25,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,-108,0,113,0,0,0,1,3104460.52,2528526.7
2012-10-26,2012,10,4,4,26,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,-107,0,114,0,0,0,1,2138927.17,1671777.12
2012-10-27,2012,10,4,5,27,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,-106,0,115,0,0,0,1,2816872.34,2296869.06
2012-10-28,2012,10,4,6,28,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,-105,0,116,0,0,0,1,6259883.83,5044146.85
2012-10-29,2012,10,4,0,29,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,-104,0,117,0,0,0,1,5424539.1,4294440.71
2012-10-30,2012,10,4,1,30,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,-103,0,118,0,0,0,1,6347274.89,5049887.71
2012-10-31,2012,10,4,2,31,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,-102,0,119,0,0,0,1,4942677.89,3871571.88
2012-11-01,2012,11,4,3,1,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,-101,1,120,0,0,0,1,5536748.35,4440955.34
2012-11-02,2012,11,4,4,2,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,-100,1,121,0,0,0,1,1936831.08,1547786.14
2012-11-03,2012,11,4,5,3,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,-99,1,122,0,0,0,1,2911848.61,2151815.97
2012-11-04,2012,11,4,6,4,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,-98,1,123,0,0,0,1,2658832.75,2131401.7
2012-11-05,2012,11,4,0,5,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,-97,1,124,0,0,0,1,3332448.46,2732792.99
2012-11-06,2012,11,4,1,6,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,-96,1,125,0,0,0,1,3439495.01,2809375.18
2012-11-07,2012,11,4,2,7,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,-95,1,126,0,0,0,1,1969815.91,1538155.1
2012-11-08,2012,11,4,3,8,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,-94,1,127,0,0,0,1,2197716.17,1723412.77
2012-11-09,2012,11,4,4,9,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,-93,1,128,0,0,0,1,2920310.06,2308918.6
2012-11-10,2012,11,4,5,10,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,-92,1,129,0,0,0,1,3124993.27,2475389.25
2012-11-11,2012,11,4,6,11,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,-91,1,130,0,0,0,1,3484874.3,2713727.18
2012-11-12,2012,11,4,0,12,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,-90,1,131,0,0,0,1,3806978.06,3077336.49
2012-11-13,2012,11,4,1,13,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,-89,1,132,0,0,0,1,3848498.06,3048755.92
2012-11-14,2012,11,4,2,14,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,-88,1,133,0,0,0,1,3213518.64,2550177.92
2012-11-15,2012,11,4,3,15,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,-87,1,134,0,0,0,1,2996358.37,2282178.26
2012-11-16,2012,11,4,4,16,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,-86,1,135,0,0,0,1,2851503.98,2255928.16
2012-11-17,2012,11,4,5,17,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,-85,1,136,0,0,0,1,3258479.4,2499839.57
2012-11-18,2012,11,4,6,18,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,-84,1,137,0,0,0,1,3292697.97,2632996.71
2012-11-19,2012,11,4,0,19,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,-83,1,138,0,0,0,1,4654711.93,3714724.53
2012-11-20,2012,11,4,1,20,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,-82,1,139,0,0,0,1,3532139.01,2841184.71
2012-11-21,2012,11,4,2,21,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,-81,1,140,0,0,0,1,3144567.59,2465022.82
2012-11-22,2012,11,4,3,22,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,-80,1,141,0,0,0,1,2661394.83,2082526.75
2012-11-23,2012,11,4,4,23,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,-79,1,142,0,0,0,1,3625609.77,2879673.14
2012-11-24,2012,11,4,5,24,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,-78,1,143,0,0,0,1,2283866.51,1759438.38
2012-11-25,2012,11,4,6,25,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,-77,1,144,0,0,0,1,2891169.43,2288045.69
2012-11-26,2012,11,4,0,26,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,-76,1,145,0,0,0,1,3626699.25,2942841.67
2012-11-27,2012,11,4,1,27,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,-75,1,146,0,0,0,1,4703189.22,3751057.26
2012-11-28,2012,11,4,2,28,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,-74,1,147,0,0,0,1,3980270.66,3143037.5
2012-11-29,2012,11,4,3,29,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,-73,1,148,0,0,0,1,3116036.61,2564940.27
2012-11-30,2012,11,4,4,30,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,-72,1,149,0,0,0,1,3184691.98,2466641.44
2012-12-01,2012,12,4,5,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0,0,-71,1,150,0,0,0,1,3064822.76,2435991.34
2012-12-02,2012,12,4,6,2,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0,0,-70,1,151,0,0,0,1,1765509.34,1464812.23
2012-12-03,2012,12,4,0,3,-2.4492935982947064e-16,1.0,0.0,1.0,0,0,-69,1,152,0,0,0,1,2315389.05,1807129.65
2012-12-04,2012,12,4,1,4,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,-68,1,153,0,0,0,1,2382954.42,1864688.02
2012-12-05,2012,12,4,2,5,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0,0,-67,1,154,0,0,0,1,2286277.45,1849992.69
2012-12-06,2012,12,4,3,6,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,0,-66,1,155,0,0,0,1,2733678.5,2184618.1
2012-12-07,2012,12,4,4,7,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0,0,-65,1,156,0,0,0,1,2065198.04,1633326.72
2012-12-08,2012,12,4,5,8,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0,0,-64,1,157,0,0,0,1,2087384.34,1719369.91
2012-12-09,2012,12,4,6,9,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0,0,-63,1,158,0,0,0,1,2430122.78,1883727.02
2012-12-10,2012,12,4,0,10,-2.4492935982947064e-16,1.0,0.0,1.0,0,0,-62,1,159,0,0,0,1,2542389.69,2015472.58
2012-12-11,2012,12,4,1,11,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,-61,1,160,0,0,0,1,3699430.17,3001083.16
