customer_id,churn_tier,p_churn_logistic,used_in_logistic_test_set
125,Da roi bo (>365d),0.9677949564663306,False
126,Da roi bo (>365d),0.831720156018414,False
127,An toan,0.9268276722693302,False
131,Da roi bo (>365d),0.6983397644851111,False
132,Da roi bo (>365d),0.7669182158862397,False
135,An toan,0.8518798726909467,False
136,Da roi bo (>365d),0.9542431023342053,True
137,Da roi bo (>365d),0.8972451784367304,False
138,Da roi bo (>365d),0.9785425846512589,False
139,Da roi bo (>365d),0.8914268456391193,False
140,Da roi bo (>365d),0.8777128275793343,False
141,An toan,0.8669301633424169,False
142,Rui ro cao,0.8441480578718739,False
143,Da roi bo (>365d),0.949515381933055,False
145,Rui ro cao,0.8793990543422545,False
146,An toan,,
149,Da roi bo (>365d),0.9438395692661428,True
150,An toan,0.9635973389859853,False
152,Da roi bo (>365d),0.9523267491421502,False
154,Da roi bo (>365d),0.9565605062140538,False
156,Da roi bo (>365d),0.9255872803077896,True
157,Da roi bo (>365d),0.9331495548200304,True
158,Da roi bo (>365d),0.9259586333311303,True
159,Da roi bo (>365d),0.9361297694095634,False
160,An toan,0.8527569995580913,False
161,Da roi bo (>365d),0.7302193911200919,False
162,Da roi bo (>365d),0.7560923923821383,False
163,Rui ro cao,0.6772064045686613,False
166,Da roi bo (>365d),0.7540007996671678,True
167,An toan,0.6388353322166794,False
168,Da roi bo (>365d),0.8100138105637041,False
169,An toan,0.6365491072218135,False
170,An toan,0.6665160420357905,False
172,An toan,0.7007547169435514,False
173,Rui ro cao,0.6403691956549514,False
176,Rui ro cao,0.8538259004701709,False
177,Rui ro cao,0.8920486623280001,True
178,Da roi bo (>365d),0.9534587849892222,False
179,Rui ro cao,0.882688836348163,True
180,An toan,0.8033094797551515,True
181,Rui ro cao,0.7263754170879194,False
182,Da roi bo (>365d),0.80676167818112,True
184,Da roi bo (>365d),0.7377012120494415,False
185,An toan,0.7384396971452997,False
191,Da roi bo (>365d),0.8316119172598374,True
192,An toan,0.8666747405632205,False
193,Da roi bo (>365d),0.9244739059797383,False
195,Da roi bo (>365d),0.8754770495448884,False
197,An toan,0.9565254371264927,False
198,Da roi bo (>365d),0.949977477578389,False
217,Da roi bo (>365d),0.9702830759810805,True
222,Da roi bo (>365d),0.9394416640366604,False
223,Da roi bo (>365d),0.9310121431848941,False
224,Da roi bo (>365d),0.9788978561589415,False
225,Da roi bo (>365d),0.9455452297277545,True
226,Da roi bo (>365d),0.954256868704241,False
227,Da roi bo (>365d),0.9822572189697732,False
229,Rui ro cao,0.8265140427335945,True
231,Da roi bo (>365d),0.9450986699652714,False
232,Da roi bo (>365d),0.8753702946667323,False
235,Rui ro cao,0.9212549231590721,False
236,Da roi bo (>365d),0.872792209743023,False
238,Rui ro cao,0.9052547221641956,True
240,Rui ro cao,0.8690590618937709,False
241,Rui ro cao,0.9160304294233576,False
242,Da roi bo (>365d),0.8960938103937355,False
243,Da roi bo (>365d),0.9115259454495298,False
245,Da roi bo (>365d),0.869300731490882,False
246,Rui ro cao,0.9120586155035211,False
247,Da roi bo (>365d),0.8983506734428836,False
248,Da roi bo (>365d),0.8938293346387222,True
249,Da roi bo (>365d),0.9110246966181779,False
250,Da roi bo (>365d),0.9468978466300381,False
251,Da roi bo (>365d),0.986663630488975,False
252,Da roi bo (>365d),0.9793196309030543,True
257,Da roi bo (>365d),0.8537554624949832,True
258,Rui ro cao,0.8752753312353255,False
259,Da roi bo (>365d),0.8573722604689377,False
263,Da roi bo (>365d),0.9482677507777142,False
267,Da roi bo (>365d),0.9318542290968648,False
276,Da roi bo (>365d),0.8945627495829888,False
277,Da roi bo (>365d),0.9345435640982522,False
278,Da roi bo (>365d),0.9607609541897922,True
279,An toan,0.9297789775516606,False
280,Da roi bo (>365d),0.9560869149774492,False
281,Da roi bo (>365d),0.8620202885802388,True
282,An toan,0.913052397994328,False
283,Da roi bo (>365d),0.9324434139145721,False
284,Da roi bo (>365d),0.8883737964870365,False
285,Da roi bo (>365d),0.9105778839583233,False
288,Rui ro cao,0.8842893688384412,False
289,Da roi bo (>365d),0.9446073222575411,False
290,Da roi bo (>365d),0.8545819358475096,False
291,Rui ro cao,0.9091742498250927,False
292,Da roi bo (>365d),0.9372833602597679,True
293,Da roi bo (>365d),0.9319681663247337,False
294,Rui ro cao,0.8281348218479979,False
295,Da roi bo (>365d),0.9385045808033917,True
296,Da roi bo (>365d),0.9354829901807993,False
297,Da roi bo (>365d),0.9229524383954739,True
302,Rui ro cao,0.9029195535771652,True
304,Da roi bo (>365d),0.9299082043866596,False
305,Da roi bo (>365d),0.919724219596661,False
306,Da roi bo (>365d),0.9393550266834374,False
313,Da roi bo (>365d),0.9635313780521292,False
314,Da roi bo (>365d),0.9767412188983191,True
317,An toan,,
325,Da roi bo (>365d),0.6547983306611957,False
326,Rui ro cao,0.5275414533359986,False
327,Rui ro cao,0.572712380272857,False
332,An toan,0.7130390496175091,True
334,Da roi bo (>365d),0.7766505751387662,True
337,Da roi bo (>365d),0.9786515490166732,True
339,Da roi bo (>365d),0.926446594520267,False
342,Da roi bo (>365d),0.9714683393454361,False
348,Da roi bo (>365d),0.9535401385117274,False
349,Rui ro cao,0.9510706196435139,False
350,Da roi bo (>365d),0.8781883962855416,True
352,An toan,0.8760987386486659,False
354,Rui ro cao,0.8834810219240994,True
361,An toan,,
362,Da roi bo (>365d),0.9680156998744097,False
363,Da roi bo (>365d),0.9665558183311246,False
366,Da roi bo (>365d),0.9695676880153429,False
369,Da roi bo (>365d),0.9423921229604851,False
371,Da roi bo (>365d),0.9816160121064083,False
373,Da roi bo (>365d),0.969363993520766,False
376,Da roi bo (>365d),0.8283004473095036,False
377,Da roi bo (>365d),0.9284412277171336,True
378,An toan,0.96285157624288,False
379,Da roi bo (>365d),0.9130620347319279,False
382,Da roi bo (>365d),0.9525194979525464,True
384,Da roi bo (>365d),0.9589249286407185,False
385,Da roi bo (>365d),0.9213306525097635,False
386,Da roi bo (>365d),0.9665075071487603,False
387,Rui ro cao,0.9049283979740054,False
388,Da roi bo (>365d),0.877337815885545,True
390,An toan,0.8866376034418603,False
392,Da roi bo (>365d),0.9055212411555725,True
393,Da roi bo (>365d),0.9698226205623304,True
394,Rui ro cao,0.8727800630233182,False
395,An toan,0.9124950299413747,True
400,Da roi bo (>365d),0.9790023943392742,False
401,Da roi bo (>365d),0.9388013482825209,False
402,An toan,0.9124643825424223,False
403,Da roi bo (>365d),0.9244309023799228,False
406,Da roi bo (>365d),0.9426161993088539,False
407,Da roi bo (>365d),0.9644779004794078,False
408,Da roi bo (>365d),0.9479285179035786,False
409,Da roi bo (>365d),0.9483292864116336,False
410,Da roi bo (>365d),0.9522988722035707,False
412,Da roi bo (>365d),0.9336649928040488,False
413,Da roi bo (>365d),0.7553490878425484,False
414,Da roi bo (>365d),0.8489991647519559,False
415,Rui ro cao,0.7870452574879024,False
416,Da roi bo (>365d),0.9435328338025452,False
417,Da roi bo (>365d),0.962683836685339,False
418,Da roi bo (>365d),0.9504220345428224,False
420,Da roi bo (>365d),0.9371959842332936,False
422,Rui ro cao,0.9308386495082717,False
423,Da roi bo (>365d),0.9895968704573429,False
424,Da roi bo (>365d),0.9854285605234249,False
426,Da roi bo (>365d),0.9825770634964791,False
427,Da roi bo (>365d),0.9439444968723362,False
428,Da roi bo (>365d),0.947354152751512,False
429,Da roi bo (>365d),0.9130555051681037,True
430,Da roi bo (>365d),0.9168240082307081,False
431,Rui ro cao,0.9301465789482671,False
432,Rui ro cao,0.9241139361503533,False
433,Da roi bo (>365d),0.9531699645002012,True
435,Da roi bo (>365d),0.9643128206944018,False
436,Rui ro cao,0.8737473327790269,False
437,An toan,0.9284386382879316,False
439,Da roi bo (>365d),0.9355784158240869,False
446,An toan,0.7713925149766371,False
447,Rui ro cao,0.7549697786909817,True
448,Da roi bo (>365d),0.8277481460575459,False
450,An toan,0.8917285701591121,True
452,Da roi bo (>365d),0.8719651474928717,False
453,Da roi bo (>365d),0.9187304055356458,False
454,Da roi bo (>365d),0.8824838915127399,False
455,Da roi bo (>365d),0.9878349327755812,False
456,Rui ro cao,0.7934179872390225,False
457,Rui ro cao,0.822708263314267,False
458,Da roi bo (>365d),0.8392114448262171,False
459,Da roi bo (>365d),0.8089838211758125,False
460,Rui ro cao,0.7493419745548161,True
461,Da roi bo (>365d),0.8600681078952884,False
462,Da roi bo (>365d),0.8775182076135117,False
463,Da roi bo (>365d),0.8482993750305751,False
464,Da roi bo (>365d),0.9109704485312226,False
465,Da roi bo (>365d),0.7534053975488716,False
466,Da roi bo (>365d),0.9261162560083321,True
467,Da roi bo (>365d),0.9134784410127406,False
468,Da roi bo (>365d),0.9328123962699674,False
469,An toan,0.96129124176465,False
470,Da roi bo (>365d),0.9385228244312859,False
471,Da roi bo (>365d),0.941261318709917,False
472,Da roi bo (>365d),0.936458823211014,False
473,Da roi bo (>365d),0.9303898457960886,False
474,Da roi bo (>365d),0.8219575738743342,False
475,Da roi bo (>365d),0.9511707969031133,False
477,Rui ro cao,0.7171012426948378,False
478,Rui ro cao,0.7014619177708394,False
480,Rui ro cao,0.7086386870471303,False
481,Da roi bo (>365d),0.5410905654642721,False
482,Da roi bo (>365d),0.559623605403627,False
483,An toan,0.5844389032335832,True
484,Rui ro cao,0.7078782940410449,False
487,Da roi bo (>365d),0.9811590528252897,True
488,Da roi bo (>365d),0.8570840685533572,False
489,An toan,0.9468392203707722,False
490,Da roi bo (>365d),0.9073437623734313,False
491,Rui ro cao,0.7833638429124483,False
492,Da roi bo (>365d),0.7616866107689844,False
493,Da roi bo (>365d),0.8202584240240106,False
494,Da roi bo (>365d),0.8471536156215608,False
495,Rui ro cao,0.7867500940050223,False
499,Da roi bo (>365d),0.9698170941122993,False
504,Da roi bo (>365d),0.9453693923498819,False
506,Da roi bo (>365d),0.9322823966538477,True
508,Rui ro cao,0.932835759429561,False
510,Da roi bo (>365d),0.9729275647161654,False
511,Da roi bo (>365d),0.9375261014881016,False
512,Da roi bo (>365d),0.8843920729467015,False
513,Da roi bo (>365d),0.958877785456763,False
515,Da roi bo (>365d),0.9498359220601762,False
517,Da roi bo (>365d),0.9038738347840589,True
518,Rui ro cao,0.8850119060694671,True
519,Da roi bo (>365d),0.8443850493365185,False
520,Da roi bo (>365d),0.9183079948541942,False
522,Da roi bo (>365d),0.9328837167833297,False
523,Da roi bo (>365d),0.9141163710617829,False
525,Da roi bo (>365d),0.9514784206918536,False
526,Da roi bo (>365d),0.7470197289305548,True
528,Rui ro cao,0.7636505057111024,False
529,Da roi bo (>365d),0.6950361579048226,False
530,An toan,0.6376746020264821,False
531,Da roi bo (>365d),0.9217039747526946,False
532,An toan,0.9833418669973126,False
533,Da roi bo (>365d),0.9183476676540218,False
535,Da roi bo (>365d),0.944621289338435,True
536,Rui ro cao,0.8533040052735684,False
537,Da roi bo (>365d),0.9737757844634305,False
538,Da roi bo (>365d),0.8804292712298183,True
539,Da roi bo (>365d),0.922639243473381,True
540,Da roi bo (>365d),0.8907816640229828,False
543,Da roi bo (>365d),0.9484391240766328,False
544,Rui ro cao,0.8771175884635,False
545,Da roi bo (>365d),0.954101289338705,False
546,Da roi bo (>365d),0.9159288663035731,False
549,Da roi bo (>365d),0.9520685133316272,False
553,Rui ro cao,0.9588578095392338,False
556,Da roi bo (>365d),0.9658723325165393,False
557,Da roi bo (>365d),0.9440669339268044,False
560,Da roi bo (>365d),0.9382526739891118,False
562,An toan,0.9858195820923441,False
563,Da roi bo (>365d),0.9311619711273408,False
564,Da roi bo (>365d),0.9011141535866076,False
567,Da roi bo (>365d),0.9048677135067524,False
569,Da roi bo (>365d),0.9414774939534997,False
571,Da roi bo (>365d),0.9521675104979511,False
572,Rui ro cao,0.8797949080520777,False
573,Da roi bo (>365d),0.9806025580614925,False
575,Da roi bo (>365d),0.8736927834883569,False
577,Da roi bo (>365d),0.9639954972824482,False
578,Da roi bo (>365d),0.9194991350118396,False
579,Da roi bo (>365d),0.9529553245510525,False
580,Da roi bo (>365d),0.8668630552147544,False
584,Da roi bo (>365d),0.9710057975457645,False
586,Da roi bo (>365d),0.9628898809356143,True
587,Da roi bo (>365d),0.9243710038785458,False
588,An toan,0.901787210799477,False
589,Da roi bo (>365d),0.9670505529889163,True
592,Da roi bo (>365d),0.9425904288477378,False
593,Da roi bo (>365d),0.920280269804523,False
595,Da roi bo (>365d),0.8960757097375074,False
597,Da roi bo (>365d),0.9762148133333443,False
598,Da roi bo (>365d),0.9867853241639897,False
599,Da roi bo (>365d),0.9430317601816806,False
601,Da roi bo (>365d),0.6441250512185632,False
602,An toan,0.7596726717951443,False
603,Rui ro cao,0.6326603652122056,False
604,An toan,0.7627583320678253,True
605,Rui ro cao,0.6484393222902526,False
607,Da roi bo (>365d),0.9829968093916276,True
610,Da roi bo (>365d),0.941447060533026,False
616,Da roi bo (>365d),0.8805904552143914,False
618,Da roi bo (>365d),0.9003504286904109,False
619,Da roi bo (>365d),0.9451122535651179,False
620,Da roi bo (>365d),0.8718395704530496,True
623,Da roi bo (>365d),0.9607641472395707,False
626,Da roi bo (>365d),0.9680831582092365,True
627,Da roi bo (>365d),0.9778182592977822,False
628,Da roi bo (>365d),0.951556477893249,False
629,Da roi bo (>365d),0.9595611303433926,False
635,Da roi bo (>365d),0.9478962374930457,False
636,An toan,0.9577873272987543,False
637,Da roi bo (>365d),0.9495513310461563,False
638,Da roi bo (>365d),0.9426954531919662,True
639,An toan,0.9679300742180278,False
640,An toan,,
642,Da roi bo (>365d),0.9595708613811325,True
646,Da roi bo (>365d),0.9495525353721445,True
648,Da roi bo (>365d),0.9643078267593506,False
649,Da roi bo (>365d),0.928947392229055,False
656,Da roi bo (>365d),0.8964422473474755,False
657,An toan,0.8524587637906607,False
658,Rui ro cao,0.7237597811141538,False
659,An toan,0.8955043522918255,False
660,Da roi bo (>365d),0.80519459836613,True
666,Da roi bo (>365d),0.9801589365314735,False
668,Da roi bo (>365d),0.897951542552271,False
669,Da roi bo (>365d),0.9370896955427128,False
670,An toan,0.9216427111784323,False
676,Da roi bo (>365d),0.9319408919149299,False
677,Da roi bo (>365d),0.9019839656342057,False
679,Da roi bo (>365d),0.9601616921467839,True
680,Da roi bo (>365d),0.9463379350230336,False
684,Da roi bo (>365d),0.9671596376170748,False
685,Rui ro cao,0.9653221550663903,False
690,Da roi bo (>365d),0.9738943020602191,False
691,Da roi bo (>365d),0.9632953653919302,True
699,Da roi bo (>365d),0.9821696338505037,True
701,Da roi bo (>365d),0.9559413960769338,False
704,Da roi bo (>365d),0.9730016199720721,False
705,Da roi bo (>365d),0.9712691293816083,False
706,Da roi bo (>365d),0.9585106020357981,False
707,Da roi bo (>365d),0.9729285237413938,False
708,Da roi bo (>365d),0.9723099274356265,False
709,Da roi bo (>365d),0.9094790876402578,False
710,Da roi bo (>365d),0.9429297687658131,False
711,Da roi bo (>365d),0.9642194275084384,False
712,Da roi bo (>365d),0.9552477765398949,False
714,Da roi bo (>365d),0.8849887529309339,True
715,Da roi bo (>365d),0.946248827490061,True
716,Da roi bo (>365d),0.9247135309610853,False
717,Da roi bo (>365d),0.9020105070454418,False
718,Da roi bo (>365d),0.975088190188813,False
719,Da roi bo (>365d),0.9331736702317941,False
720,Da roi bo (>365d),0.9607319511710661,False
721,Da roi bo (>365d),0.9817864138909412,True
730,Da roi bo (>365d),0.973291091686368,False
731,Da roi bo (>365d),0.9817546806621807,True
732,Da roi bo (>365d),0.9864110049830794,True
734,Da roi bo (>365d),0.9823725285494778,False
736,Da roi bo (>365d),0.9633398019898937,True
737,Da roi bo (>365d),0.9101117425780121,False
738,Da roi bo (>365d),0.9631387848443735,False
739,Da roi bo (>365d),0.9842141898310031,True
740,Da roi bo (>365d),0.9490903578643055,True
741,Da roi bo (>365d),0.9486930866173999,False
743,Da roi bo (>365d),0.9422254359405785,True
744,Da roi bo (>365d),0.9512979787265365,True
745,Da roi bo (>365d),0.9023778600172689,True
748,Da roi bo (>365d),0.9694510668062628,False
750,Da roi bo (>365d),0.9738381759199374,False
751,An toan,0.9164501758330478,False
753,Da roi bo (>365d),0.957778062818177,False
754,An toan,0.8572126292449574,True
756,Da roi bo (>365d),0.9808075775244255,False
757,Da roi bo (>365d),0.9811050158772066,False
758,Da roi bo (>365d),0.9563865292883351,False
759,Da roi bo (>365d),0.9808251825972542,False
761,Da roi bo (>365d),0.9887523742146148,False
764,Da roi bo (>365d),0.9315613350532984,False
765,Da roi bo (>365d),0.9449768704705838,True
767,Da roi bo (>365d),0.8918580157882987,False
768,Da roi bo (>365d),0.9570482809300401,False
769,Da roi bo (>365d),0.9296141400902289,True
771,Da roi bo (>365d),0.9704992361734663,False
772,Da roi bo (>365d),0.9903449319782824,False
773,Da roi bo (>365d),0.9264239762190346,False
774,Da roi bo (>365d),0.96262478858997,False
775,Rui ro cao,0.8780485786659659,False
776,An toan,0.9432261100405306,False
779,Da roi bo (>365d),0.9109257275179551,False
780,Da roi bo (>365d),0.864790170397665,False
783,An toan,0.9651091030720782,False
788,Da roi bo (>365d),0.8086757103113619,False
789,Rui ro cao,0.7676900893632311,False
790,Da roi bo (>365d),0.8305161361821985,False
797,Da roi bo (>365d),0.8632737218971949,False
799,Da roi bo (>365d),0.8904662120879995,False
801,Da roi bo (>365d),0.8872080447584569,False
802,Da roi bo (>365d),0.8809395651166284,True
803,Da roi bo (>365d),0.9491383323464159,False
805,Rui ro cao,0.842098559466873,False
807,Da roi bo (>365d),0.9021104420255801,False
809,Da roi bo (>365d),0.9757720382454859,False
810,Da roi bo (>365d),0.955612922433659,False
811,Da roi bo (>365d),0.9154201846844003,False
812,Da roi bo (>365d),0.976205044118899,False
813,Da roi bo (>365d),0.9824396782996001,False
814,Da roi bo (>365d),0.9448275776174258,False
819,Da roi bo (>365d),0.9840455821580261,False
822,Da roi bo (>365d),0.9633453438082112,False
823,Rui ro cao,0.8646386606878906,False
827,Rui ro cao,0.9482766689825033,False
829,Da roi bo (>365d),0.9259612290732238,True
833,Da roi bo (>365d),0.984304482744006,False
834,Rui ro cao,0.894594754248694,False
842,Da roi bo (>365d),0.9261447068982349,False
847,Rui ro cao,0.764718735368303,False
848,Rui ro cao,0.7138633932332142,False
849,Rui ro cao,0.7119749691455666,False
850,Da roi bo (>365d),0.7620761162064347,False
852,Da roi bo (>365d),0.9770635838549285,False
853,Da roi bo (>365d),0.9774385564583016,False
854,Da roi bo (>365d),0.9155148165126534,True
860,Da roi bo (>365d),0.9801559356553693,False
862,Da roi bo (>365d),0.9711381272380822,False
865,Da roi bo (>365d),0.9629991207814825,False
867,Da roi bo (>365d),0.9701818709988428,False
868,Rui ro cao,0.8851229480240178,False
869,Da roi bo (>365d),0.9251334258321019,False
870,Da roi bo (>365d),0.9300222056067702,False
871,Da roi bo (>365d),0.8826311208174862,False
873,Da roi bo (>365d),0.9297024027117071,False
874,Da roi bo (>365d),0.9576171624443667,False
876,Da roi bo (>365d),0.9107871790221579,False
877,Da roi bo (>365d),0.8761087413816554,False
879,Da roi bo (>365d),0.8834773192558202,False
880,Rui ro cao,0.8456293417473463,False
881,Da roi bo (>365d),0.9264306605449508,False
883,Da roi bo (>365d),0.9522097375378877,False
890,Da roi bo (>365d),0.9495547866345081,False
892,Da roi bo (>365d),0.9144259931606762,False
895,Da roi bo (>365d),0.9549222841287497,False
896,Rui ro cao,0.9263564475628245,False
897,Da roi bo (>365d),0.9375411324862063,False
898,An toan,0.9052131058464084,False
899,Da roi bo (>365d),0.9407789347713436,False
900,Da roi bo (>365d),0.9327301283464304,False
902,Da roi bo (>365d),0.9466278856976204,False
906,Da roi bo (>365d),0.9282634135699825,False
907,Da roi bo (>365d),0.9468741660381682,True
908,Da roi bo (>365d),0.9690898501478635,False
909,Da roi bo (>365d),0.9328779911111433,False
910,Da roi bo (>365d),0.9723099756604612,False
911,Da roi bo (>365d),0.9480251248938957,False
913,Da roi bo (>365d),0.9021436390059833,False
915,Da roi bo (>365d),0.9647387357194062,False
921,Da roi bo (>365d),0.9598749662126405,False
923,Rui ro cao,0.8949128737245645,False
925,Da roi bo (>365d),0.9251137544188733,False
927,Da roi bo (>365d),0.968249604263589,False
928,Da roi bo (>365d),0.9550103981487428,True
929,Da roi bo (>365d),0.9790135939710758,False
930,Da roi bo (>365d),0.9655645208915764,False
931,Da roi bo (>365d),0.8810235670926458,False
932,Da roi bo (>365d),0.9223235109179614,True
934,Da roi bo (>365d),0.934457642646716,False
935,Da roi bo (>365d),0.9643688567453398,False
942,Da roi bo (>365d),0.9650373609706543,True
944,Da roi bo (>365d),0.9353985959937371,False
945,Da roi bo (>365d),0.9045966079496341,False
946,Da roi bo (>365d),0.850045126557937,False
948,Da roi bo (>365d),0.8756154978133935,False
951,Da roi bo (>365d),0.9276582023960258,False
960,Da roi bo (>365d),0.9365737460803096,True
961,Da roi bo (>365d),0.9709061195327586,True
965,Da roi bo (>365d),0.9606073133050269,True
966,Rui ro cao,0.701170272853471,False
967,Da roi bo (>365d),0.8606162920263376,False
969,An toan,0.6341478849281638,False
971,Da roi bo (>365d),0.7721993857998918,False
972,Rui ro cao,0.7284892443432327,False
975,Rui ro trung binh,0.7047127992027988,False
976,Da roi bo (>365d),0.9933114140565825,False
977,Da roi bo (>365d),0.9612337460007431,False
979,An toan,0.97989733092415,True
980,Da roi bo (>365d),0.9101943615380279,False
983,Da roi bo (>365d),0.9235933746229636,False
984,Da roi bo (>365d),0.9848506434027886,False
985,Da roi bo (>365d),0.8933719462023546,False
989,Da roi bo (>365d),0.9826197216267164,False
990,Da roi bo (>365d),0.9808759223005769,True
991,Da roi bo (>365d),0.9241249471062751,True
992,Da roi bo (>365d),0.9439712201843798,True
993,Da roi bo (>365d),0.9464249379863031,False
994,Da roi bo (>365d),0.9576708902010399,True
1001,An toan,,
1012,Da roi bo (>365d),0.9535039467249622,False
1013,Da roi bo (>365d),0.953419363612425,False
1014,Da roi bo (>365d),0.965360690260228,False
1016,Da roi bo (>365d),0.9357436637089762,True
1017,Da roi bo (>365d),0.9680990596523277,False
1018,Da roi bo (>365d),0.958160619660224,False
1019,Da roi bo (>365d),0.9232075024654262,False
1021,Da roi bo (>365d),0.975382685834495,True
1022,An toan,0.9265147063614859,False
1024,Da roi bo (>365d),0.9358609578535434,False
1025,Da roi bo (>365d),0.8451663138875095,True
1027,Da roi bo (>365d),0.8885772859879949,False
1029,Da roi bo (>365d),0.9217824925300379,False
1030,Da roi bo (>365d),0.9377645463291105,False
1031,Da roi bo (>365d),0.9696218949525839,False
1032,Da roi bo (>365d),0.9473529191504652,False
1033,Rui ro cao,0.8972153533558315,True
1034,Da roi bo (>365d),0.9830946873048498,False
1035,Da roi bo (>365d),0.9554603857406962,False
1037,Da roi bo (>365d),0.9841952566714895,True
1041,Rui ro cao,0.5936079933181433,True
1042,Rui ro cao,0.6685997244552926,False
1043,Da roi bo (>365d),0.6942578028596829,False
1044,Da roi bo (>365d),0.573748082642627,False
1046,An toan,0.9742425995813391,False
1053,Da roi bo (>365d),0.9191361926765648,False
1054,Da roi bo (>365d),0.9455422785563005,False
1059,Da roi bo (>365d),0.9464637216185141,False
1060,Da roi bo (>365d),0.980699546972549,False
1062,Da roi bo (>365d),0.9439119879734733,False
1063,An toan,0.8719619819482359,True
1065,Da roi bo (>365d),0.9621339285416145,False
1066,Da roi bo (>365d),0.9405114361625699,True
1069,Da roi bo (>365d),0.9341603819473226,True
1072,Da roi bo (>365d),0.945154818243454,False
1073,Da roi bo (>365d),0.9391386209676224,False
1077,Da roi bo (>365d),0.9582196814082254,False
1079,Da roi bo (>365d),0.9338313193165054,False
