cohort_month,month_0,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,month_13,month_14,month_15
2015-06,3.8391224862888484,4.570383912248629,7.312614259597806,4.753199268738574,4.204753199268739,4.387568555758683,3.473491773308958,2.742230347349177,2.742230347349177,5.301645338208409,6.764168190127971,5.301645338208409,7.861060329067642,6.581352833638025,6.39853747714808,3.1078610603290677
2015-07,5.727554179566564,2.631578947368421,5.572755417956656,3.8699690402476783,4.024767801857585,4.798761609907121,2.941176470588235,2.321981424148607,5.572755417956656,7.275541795665634,7.430340557275541,5.263157894736842,5.263157894736842,5.572755417956656,3.2507739938080498,2.786377708978328
2015-08,3.1545741324921135,3.3123028391167195,1.8927444794952681,2.996845425867508,3.4700315457413247,2.5236593059936907,3.943217665615142,4.574132492113565,8.04416403785489,6.466876971608833,6.624605678233439,5.205047318611988,5.047318611987381,3.4700315457413247,1.8927444794952681,3.3123028391167195
2015-09,4.68497576736672,3.5541195476575123,4.038772213247173,3.231017770597738,2.9079159935379644,2.7463651050080773,4.523424878836833,5.654281098546042,8.077544426494345,8.077544426494345,6.138933764135703,5.008077544426494,2.7463651050080773,3.392568659127625,2.2617124394184165,2.2617124394184165
2015-10,3.671071953010279,3.0837004405286343,3.0837004405286343,2.0558002936857562,3.0837004405286343,3.3773861967694567,7.342143906020558,6.167400881057269,6.020558002936858,3.81791483113069,5.286343612334802,4.552129221732746,3.0837004405286343,3.81791483113069,3.0837004405286343,2.643171806167401
2015-11,3.9473684210526314,5.098684210526316,3.125,2.9605263157894735,5.592105263157895,7.565789473684211,6.578947368421052,6.25,6.4144736842105265,6.907894736842106,4.769736842105264,4.605263157894736,3.289473684210526,3.9473684210526314,1.644736842105263,3.453947368421053
2015-12,4.815864022662889,4.2492917847025495,3.2577903682719547,5.240793201133145,7.507082152974505,6.79886685552408,6.6572237960339935,3.6827195467422094,5.240793201133145,2.6912181303116145,2.5495750708215295,2.8328611898017,4.107648725212465,3.39943342776204,2.8328611898017,5.382436260623229
2016-01,2.3415977961432506,2.479338842975207,3.8567493112947657,6.473829201101928,7.43801652892562,7.024793388429752,6.198347107438017,5.234159779614325,3.8567493112947657,2.7548209366391188,1.5151515151515151,3.8567493112947657,2.066115702479339,2.7548209366391188,6.198347107438017,6.0606060606060606
2016-02,3.2998565279770444,3.1563845050215207,7.604017216642754,5.5954088952654235,6.456241032998565,3.1563845050215207,4.591104734576758,3.012912482065997,4.447632711621234,2.582496413199426,3.5868005738880915,1.721664275466284,2.4390243902439024,4.160688665710186,5.4519368723099,7.317073170731707
2016-03,5.485232067510549,7.313642756680731,5.625879043600563,6.469760900140647,4.922644163150492,5.9071729957805905,4.781997187060478,3.2348804500703237,3.938115330520394,5.344585091420535,3.0942334739803097,2.9535864978902953,4.641350210970464,6.610407876230662,5.9071729957805905,6.751054852320674
2016-04,5.2924791086350975,7.938718662952645,5.988857938718663,3.6211699164345403,5.571030640668524,4.178272980501393,4.456824512534819,4.456824512534819,2.9247910863509747,1.532033426183844,2.785515320334262,5.710306406685237,4.596100278551532,6.267409470752089,5.43175487465181,5.8495821727019495
2016-05,6.578947368421052,5.921052631578947,6.184210526315789,6.447368421052632,3.552631578947368,2.763157894736842,2.763157894736842,2.631578947368421,2.5,3.289473684210526,5.394736842105264,5.131578947368421,6.447368421052632,5.131578947368421,4.736842105263158,4.473684210526316
2016-06,6.830601092896176,5.737704918032787,4.918032786885246,3.825136612021858,3.0054644808743167,1.639344262295082,5.05464480874317,3.825136612021858,3.0054644808743167,4.644808743169399,6.0109289617486334,6.147540983606557,7.377049180327869,4.098360655737705,4.2349726775956285,4.371584699453552
2016-07,5.063291139240507,7.341772151898734,4.177215189873418,3.2911392405063293,2.0253164556962027,3.9240506329113924,1.7721518987341773,2.278481012658228,5.063291139240507,5.949367088607595,6.582278481012659,7.468354430379747,6.455696202531645,6.8354430379746836,3.79746835443038,3.2911392405063293
2016-08,5.59610705596107,4.014598540145985,2.798053527980535,3.2846715328467155,3.1630170316301705,2.3114355231143553,2.3114355231143553,4.866180048661801,6.326034063260341,5.59610705596107,8.150851581508515,4.37956204379562,4.744525547445255,3.2846715328467155,3.5279805352798053,2.3114355231143553
2016-09,3.3980582524271843,4.368932038834951,4.0048543689320395,3.640776699029126,2.063106796116505,2.7912621359223304,5.218446601941747,4.854368932038835,6.796116504854369,7.281553398058252,6.067961165048544,5.339805825242718,3.033980582524272,3.1553398058252426,1.9417475728155338,3.1553398058252426
2016-10,3.79746835443038,2.4050632911392404,4.050632911392405,1.89873417721519,2.7848101265822782,4.430379746835443,7.721518987341772,6.582278481012659,6.962025316455696,4.556962025316456,4.430379746835443,3.79746835443038,3.0379746835443036,3.1645569620253164,2.278481012658228,1.3924050632911391
2016-11,4.390243902439024,4.512195121951219,2.5609756097560976,2.4390243902439024,6.097560975609756,6.585365853658537,6.219512195121951,6.951219512195123,6.219512195121951,5.365853658536586,3.2926829268292686,3.2926829268292686,3.2926829268292686,3.414634146341464,2.9268292682926833,4.024390243902439
2016-12,3.9408866995073892,1.7241379310344827,2.0935960591133003,4.679802955665025,4.679802955665025,6.0344827586206895,6.280788177339902,4.926108374384237,4.064039408866995,3.571428571428571,3.32512315270936,2.70935960591133,3.6945812807881775,2.2167487684729066,2.832512315270936,4.433497536945813
2017-01,1.875732708089097,3.048065650644783,4.6893317702227435,6.096131301289566,6.096131301289566,6.916764361078546,5.275498241500586,3.8686987104337636,3.6342321219226257,2.3446658851113718,2.9308323563892147,2.1101992966002343,2.9308323563892147,3.048065650644783,4.572098475967175,5.1582649472450175
2017-02,2.053915275994865,3.979460847240052,6.546854942233633,7.188703465982028,7.830551989730424,4.878048780487805,2.3106546854942236,4.364569961489089,2.4390243902439024,2.6957637997432604,3.8510911424903727,2.5673940949935816,2.4390243902439024,5.006418485237484,5.5198973042362,6.675224646983311
2017-03,5.929304446978335,7.639680729760548,6.043329532497149,6.499429874572406,4.789053591790194,5.131128848346636,4.561003420752566,3.192702394526796,2.394526795895097,3.30672748004561,1.8244013683010263,1.9384264538198404,3.990877993158495,4.218928164196123,5.245153933865451,7.639680729760548
2017-04,6.0908084163898115,5.647840531561462,6.755260243632337,4.540420819490587,4.4296788482834994,4.318936877076411,3.875968992248062,3.10077519379845,3.322259136212625,2.436323366555925,3.211517165005537,4.097452934662237,5.426356589147287,5.204872646733112,6.976744186046512,5.094130675526024
2017-05,6.954689146469968,6.322444678609063,5.163329820864067,5.795574288724974,3.2665964172813484,3.477344573234984,4.004214963119073,3.371970495258166,2.423603793466807,2.423603793466807,4.636459430979979,5.47945205479452,6.954689146469968,9.167544783983141,6.322444678609063,5.690200210748156
2017-06,5.524861878453039,5.082872928176796,4.751381215469613,2.541436464088398,1.9889502762430937,2.8729281767955803,2.6519337016574585,2.430939226519337,2.430939226519337,4.30939226519337,4.530386740331491,5.082872928176796,7.07182320441989,5.414364640883978,3.9779005524861875,3.0939226519337018
2017-07,5.329153605015674,4.702194357366771,3.761755485893417,2.4033437826541273,3.1347962382445136,2.9258098223615465,1.7763845350052248,3.343782654127482,4.702194357366771,5.956112852664576,8.463949843260188,7.523510971786834,5.015673981191222,4.702194357366771,3.4482758620689653,3.0303030303030303
2017-08,5.668449197860963,2.6737967914438503,1.7112299465240641,3.8502673796791447,3.3155080213903747,1.8181818181818181,1.9251336898395723,3.4224598930481283,6.310160427807486,5.668449197860963,4.81283422459893,5.561497326203209,5.668449197860963,2.13903743315508,1.7112299465240641,1.6042780748663104
2017-09,4.741379310344827,3.6637931034482754,2.478448275862069,2.1551724137931036,1.6163793103448276,2.9094827586206895,4.418103448275862,5.064655172413793,6.573275862068965,8.405172413793103,4.956896551724138,5.064655172413793,3.9870689655172415,2.8017241379310347,1.9396551724137931,2.586206896551724
2017-10,3.002070393374741,3.3126293995859215,2.380952380952381,2.070393374741201,2.7950310559006213,3.4161490683229814,5.486542443064183,6.3146997929606625,5.072463768115942,4.968944099378882,4.244306418219462,2.898550724637681,2.2774327122153206,2.1739130434782608,2.2774327122153206,1.0351966873706004
2017-11,2.7586206896551726,2.955665024630542,1.3793103448275863,3.4482758620689653,3.9408866995073892,6.206896551724138,7.192118226600986,7.192118226600986,5.123152709359606,4.433497536945813,3.3497536945812803,2.955665024630542,1.6748768472906401,2.3645320197044337,1.87192118226601,3.152709359605911
2017-12,3.6597428288822944,1.9782393669634024,3.5608308605341246,3.857566765578635,6.528189910979229,6.9238377843719086,6.824925816023739,5.341246290801187,5.143422354104846,2.472799208704253,2.274975272007913,1.0880316518298714,2.0771513353115725,1.7804154302670623,2.571711177052423,3.4619188921859543
2018-01,2.644466209598433,2.546523016650343,5.093046033300686,4.211557296767874,5.974534769833497,6.366307541625857,4.799216454456415,4.799216454456415,2.2526934378060726,2.546523016650343,1.762977473065622,1.762977473065622,1.5670910871694417,2.2526934378060726,2.2526934378060726,3.819784524975514
2018-02,2.914798206278027,3.811659192825112,5.2690582959641254,8.183856502242152,7.623318385650224,4.37219730941704,5.7174887892376685,1.905829596412556,1.7937219730941705,1.6816143497757847,2.3542600896860986,2.130044843049327,1.4573991031390134,3.587443946188341,3.587443946188341,3.1390134529147984
2018-03,4.119850187265917,5.430711610486892,5.8988764044943816,6.179775280898876,4.775280898876404,4.119850187265917,2.3408239700374533,2.4344569288389515,1.6853932584269662,2.3408239700374533,2.0599250936329585,2.6217228464419478,3.1835205992509366,2.6217228464419478,3.1835205992509366,3.3707865168539324
2018-04,5.848513902205178,6.999041227229147,7.28667305848514,5.944391179290508,5.369127516778524,2.876318312559923,2.3010546500479387,1.2464046021093003,1.9175455417066156,2.109300095877277,2.7804410354745923,2.7804410354745923,2.7804410354745923,3.547459252157239,3.451581975071908,1.9175455417066156
2018-05,6.165004533091569,7.43427017225748,4.805077062556664,4.170444242973708,2.9918404351767904,1.4505893019038985,1.9038984587488668,1.9038984587488668,1.4505893019038985,1.9038984587488668,3.445149592021759,3.626473254759746,2.5385312783318223,3.626473254759746,1.9038984587488668,3.535811423390753
2018-06,6.950880444856349,5.004633920296571,4.911955514365153,2.873030583873957,2.131603336422614,1.3901760889712698,1.9462465245597778,1.0194624652455977,1.6682113067655238,2.6876737720111215,3.429101019462465,3.151065801668211,2.5949953660797034,2.6876737720111215,2.873030583873957,1.9462465245597778
2018-07,6.0578661844484625,4.159132007233273,3.616636528028933,2.9837251356238697,1.9891500904159132,2.7124773960216997,1.4466546112115732,2.2603978300180834,2.5316455696202533,4.61121157323689,4.06871609403255,2.5316455696202533,2.802893309222423,3.25497287522604,2.8933092224231465,1.7179023508137432
2018-08,4.097646033129904,3.3129904097646032,1.8308631211857016,1.7436791630340016,2.1795989537925022,1.4821272885789014,2.0052310374891023,2.353966870095902,3.225806451612903,2.789886660854403,3.836094158674804,2.353966870095902,2.1795989537925022,2.1795989537925022,0.959023539668701,1.4821272885789014
2018-09,3.1078610603290677,1.9195612431444242,2.010968921389397,2.2851919561243146,1.3711151736745886,2.5594149908592323,3.2906764168190126,4.113345521023766,3.1078610603290677,3.656307129798903,2.46800731261426,3.473491773308958,1.736745886654479,2.2851919561243146,1.2797074954296161,1.9195612431444242
2018-10,1.7857142857142856,1.7857142857142856,1.6964285714285714,1.4285714285714286,1.6964285714285714,1.875,3.482142857142857,2.946428571428571,3.125,3.0357142857142856,2.767857142857143,1.607142857142857,1.3392857142857142,1.5178571428571428,0.8928571428571428,1.3392857142857142
2018-11,1.8584070796460177,2.47787610619469,1.8584070796460177,1.7699115044247788,3.0973451327433628,3.5398230088495577,2.831858407079646,3.4513274336283186,2.47787610619469,2.831858407079646,1.9469026548672566,2.3893805309734515,1.3274336283185841,1.9469026548672566,1.238938053097345,1.592920353982301
2018-12,2.152317880794702,1.9867549668874174,1.5728476821192054,3.80794701986755,3.3112582781456954,4.5529801324503305,4.056291390728477,2.566225165562914,2.6490066225165565,2.814569536423841,1.1589403973509933,1.1589403973509933,1.4072847682119205,1.3245033112582782,0.6622516556291391,1.9867549668874174
2019-01,1.7412935323383085,1.8242122719734661,3.316749585406302,3.565505804311774,3.897180762852405,3.814262023217247,3.399668325041459,2.9850746268656714,1.8242122719734661,1.7412935323383085,0.9121061359867331,1.1608623548922055,0.9121061359867331,1.4925373134328357,2.570480928689884,2.570480928689884
2019-02,2.1238938053097343,3.7168141592920354,3.0973451327433628,3.2743362831858405,3.0088495575221237,3.0088495575221237,3.893805309734513,1.9469026548672566,2.3008849557522124,2.0353982300884956,2.47787610619469,1.3274336283185841,1.3274336283185841,2.920353982300885,3.8053097345132745,3.0973451327433628
2019-03,3.6243822075782535,3.789126853377265,3.706754530477759,3.6243822075782535,2.883031301482702,3.5420098846787478,2.6359143327841847,1.400329489291598,1.729818780889621,1.729818780889621,1.6474464579901154,1.9769357495881383,1.4827018121911038,2.7182866556836904,2.224052718286656,1.8121911037891267
2019-04,2.6755852842809364,3.0936454849498327,3.0936454849498327,2.0066889632107023,2.9264214046822743,2.0903010033444818,1.7558528428093645,1.254180602006689,1.839464882943144,1.254180602006689,1.5050167224080269,3.0936454849498327,3.177257525083612,2.9264214046822743,2.9264214046822743,2.591973244147157
2019-05,3.739061256961018,3.341288782816229,2.863961813842482,3.182179793158314,1.9093078758949882,1.8297533810660305,1.591089896579157,2.307080350039777,0.8750994431185362,1.1933174224343674,2.704852824184566,3.579952267303103,3.023070803500398,1.9093078758949882,2.704852824184566,2.863961813842482
2019-06,2.980132450331126,2.8973509933774833,3.8907284768211916,2.4834437086092715,1.903973509933775,1.076158940397351,1.076158940397351,1.490066225165563,0.8278145695364238,2.566225165562914,3.2284768211920527,2.06953642384106,2.3178807947019866,2.4006622516556293,3.642384105960265,2.06953642384106
2019-07,3.4428794992175273,3.3646322378716746,1.0954616588419406,1.486697965571205,1.1737089201877933,1.7996870109546166,0.9389671361502347,1.0172143974960877,2.7386541471048513,2.97339593114241,3.4428794992175273,2.503912363067293,2.190923317683881,1.643192488262911,2.190923317683881,1.1737089201877933
2019-08,2.5894897182025893,2.1325209444021325,1.4470677837014472,2.208682406702209,2.513328255902513,1.1424219345011426,1.2185833968012185,1.827875095201828,3.198781416603199,3.427265803503427,2.5894897182025893,2.513328255902513,2.284843869002285,1.5232292460015233,1.1424219345011426,0.913937547600914
2019-09,2.1293375394321767,1.1041009463722398,1.2618296529968454,2.2082018927444795,1.1829652996845426,0.8675078864353312,4.100946372239748,4.2586750788643535,3.548895899053628,2.6813880126182967,2.444794952681388,2.444794952681388,2.050473186119874,2.1293375394321767,1.5772870662460567,1.8927444794952681
2019-10,1.753048780487805,1.676829268292683,1.9817073170731707,1.295731707317073,1.676829268292683,1.9054878048780488,3.048780487804878,2.972560975609756,2.2865853658536586,1.4481707317073171,2.4390243902439024,1.8292682926829267,1.0670731707317074,0.6859756097560976,1.600609756097561,1.295731707317073
2019-11,0.9992313604919293,1.6910069177555727,0.8455034588777863,1.5372790161414296,2.6133743274404306,2.6133743274404306,3.5357417371252886,2.690238278247502,2.382782475019216,2.7671022290545735,1.8447348193697155,1.3835511145272867,1.4604150653343582,1.6910069177555727,0.9992313604919293,1.4604150653343582
2019-12,1.7454545454545456,0.8,1.0181818181818183,3.6363636363636362,3.127272727272727,3.418181818181818,1.7454545454545456,1.9636363636363636,2.4,1.6,1.8181818181818181,1.1636363636363636,1.890909090909091,1.1636363636363636,1.3818181818181818,2.9818181818181815
2020-01,1.25,0.8823529411764706,3.161764705882353,3.3823529411764706,3.014705882352941,2.2794117647058822,1.8382352941176472,3.014705882352941,2.4264705882352944,1.25,0.8823529411764706,1.5441176470588236,1.0294117647058822,1.25,3.014705882352941,3.2352941176470593
2020-02,1.3953488372093024,2.4806201550387597,2.4806201550387597,2.8682170542635657,2.248062015503876,2.7906976744186047,3.255813953488372,2.1705426356589146,1.317829457364341,0.9302325581395349,1.7829457364341086,0.6201550387596899,1.937984496124031,2.635658914728682,2.945736434108527,3.10077519379845
2020-03,2.941176470588235,3.9915966386554618,3.571428571428571,2.8711484593837535,2.450980392156863,2.73109243697479,1.5406162464985995,1.2605042016806722,1.4705882352941175,2.100840336134454,1.1904761904761905,1.610644257703081,2.5910364145658265,3.571428571428571,3.011204481792717,3.011204481792717
2020-04,3.668378576669112,3.2281731474688184,3.301540719002201,2.421129860601614,3.008070432868672,1.3939838591342628,0.880410858400587,0.586940572267058,2.8613352898019073,1.247248716067498,1.467351430667645,3.301540719002201,2.8613352898019073,2.641232575201761,1.9075568598679384,2.494497432134996
2020-05,2.3387668320340187,2.1970233876683203,2.0552799433026223,2.1261516654854713,1.2048192771084338,1.3465627214741318,0.9922041105598866,1.2048192771084338,1.1339475549255846,1.559177888022679,2.6222537207654146,3.047484053862509,3.118355776045358,2.9057406094968106,2.7639971651311126,2.1261516654854713
2020-06,2.6767330130404945,2.264927934111187,2.4708304735758406,1.9217570350034316,1.3726835964310227,1.3040494166094716,1.7844886753603295,1.0981468771448182,1.3726835964310227,2.6767330130404945,2.6767330130404945,3.5003431708991077,2.7453671928620453,2.264927934111187,2.608098833218943,1.8531228551818806
2020-07,2.5359835503769705,2.3989033584647017,1.5764222069910898,1.233721727210418,0.9595613433858807,2.2618231665524333,0.8910212474297465,1.5078821110349554,2.8101439342015078,3.906785469499657,3.1528444139821796,2.0562028786840303,2.193283070596299,2.6730637422892394,1.5764222069910898,1.233721727210418
2020-08,2.9177718832891246,1.8567639257294428,1.9230769230769231,1.259946949602122,1.989389920424403,1.259946949602122,0.9946949602122015,2.8514588859416445,4.045092838196287,3.050397877984085,2.7851458885941645,2.586206896551724,2.122015915119363,1.5915119363395225,1.259946949602122,1.259946949602122
2020-09,2.2001419446415897,1.4194464158977997,0.8516678495386799,2.0581973030518097,1.1355571327182399,1.1355571327182399,2.9808374733853795,3.33569907735983,3.5486160397444997,2.2711142654364798,2.1291696238466997,1.9162526614620299,1.4904187366926898,1.34847409510291,1.1355571327182399,1.4904187366926898
2020-10,0.9114583333333334,1.953125,0.9765625,0.8463541666666666,0.6510416666666667,2.278645833333333,3.515625,3.4505208333333335,3.059895833333333,1.4322916666666665,2.278645833333333,1.4322916666666665,1.5625,1.3671875,1.953125,0.9114583333333334
