Date,Revenue,COGS
2023-04-25,5864250.38,4917653.07
2023-04-26,6010829.98,5043801.74
2023-04-27,5891196.58,4943808.17
2023-04-28,5653087.25,4743171.83
2023-04-29,5533453.85,4643178.26
2023-04-30,5680033.45,4769326.93
2023-05-01,4237038.06,3490620.69
2023-05-02,4597103.92,3798121.37
2023-05-03,4743683.52,3924270.04
2023-05-04,4624050.12,3824276.47
2023-05-05,4385940.79,3623640.13
2023-05-06,4266307.39,3523646.56
2023-05-07,4412886.99,3649795.23
2023-05-08,4772952.85,3957295.91
2023-05-09,5133018.71,4264796.58
2023-05-10,5279598.31,4390945.26
2023-05-11,5159964.91,4290951.69
2023-05-12,4921855.58,4090315.35
2023-05-13,4802222.18,3990321.77
2023-05-14,4948801.78,4116470.45
2023-05-15,5308867.64,4423971.12
2023-05-16,5668933.49,4731471.8
2023-05-17,5815513.1,4857620.47
2023-05-18,5695879.7,4757626.9
2023-05-19,5457770.36,4556990.56
2023-05-20,5338136.96,4456996.99
2023-05-21,5484716.56,4583145.66
2023-05-22,5844782.42,4890646.34
2023-05-23,6204848.28,5198147.01
2023-05-24,6351427.88,5324295.69
2023-05-25,6231794.48,5224302.12
2023-05-26,5993685.15,5023665.78
2023-05-27,5874051.75,4923672.2
2023-05-28,6020631.35,5049820.88
2023-05-29,6380697.21,5357321.55
2023-05-30,6740763.06,5664822.23
2023-05-31,6887342.67,5790970.9
2023-06-01,4377668.52,3578451.28
2023-06-02,4139559.19,3377814.94
2023-06-03,4019925.79,3277821.37
2023-06-04,4166505.39,3403970.04
2023-06-05,4526571.25,3711470.72
2023-06-06,4886637.11,4018971.4
2023-06-07,5033216.71,4145120.07
2023-06-08,4913583.31,4045126.5
2023-06-09,4675473.98,3844490.16
2023-06-10,4555840.58,3744496.59
2023-06-11,4702420.18,3870645.26
2023-06-12,5062486.04,4178145.94
2023-06-13,5422551.89,4485646.61
2023-06-14,5569131.5,4611795.29
2023-06-15,5449498.1,4511801.71
2023-06-16,5211388.76,4311165.37
2023-06-17,5091755.36,4211171.8
2023-06-18,5238334.96,4337320.48
2023-06-19,5598400.82,4644821.15
2023-06-20,5958466.68,4952321.83
2023-06-21,6105046.28,5078470.5
2023-06-22,5985412.88,4978476.93
2023-06-23,5747303.55,4777840.59
2023-06-24,5627670.15,4677847.02
2023-06-25,5774249.75,4803995.69
2023-06-26,6134315.61,5111496.37
2023-06-27,6494381.46,5418997.04
2023-06-28,6640961.07,5545145.72
2023-06-29,6521327.67,5445152.14
2023-06-30,6283218.33,5244515.8
2023-07-01,2808485.48,2663003.0
2023-07-02,2955065.08,2789151.67
2023-07-03,3315130.94,3096652.35
2023-07-04,3675196.8,3404153.02
2023-07-05,3821776.4,3530301.7
2023-07-06,3702143.0,3430308.13
2023-07-07,3464033.67,3229671.79
2023-07-08,3344400.27,3129678.22
2023-07-09,3490979.87,3255826.89
2023-07-10,3851045.73,3563327.56
2023-07-11,4211111.58,3870828.24
2023-07-12,4357691.19,3996976.91
2023-07-13,4238057.79,3896983.34
2023-07-14,3999948.45,3696347.0
2023-07-15,3880315.05,3596353.43
2023-07-16,4026894.65,3722502.11
2023-07-17,4386960.51,4030002.78
2023-07-18,4747026.37,4337503.46
2023-07-19,4893605.97,4463652.13
2023-07-20,4773972.57,4363658.56
2023-07-21,4535863.24,4163022.22
2023-07-22,4416229.84,4063028.65
2023-07-23,4562809.44,4189177.32
2023-07-24,4922875.3,4496678.0
2023-07-25,5282941.15,4804178.67
2023-07-26,5429520.76,4930327.35
2023-07-27,5309887.36,4830333.77
2023-07-28,5071778.02,4629697.43
2023-07-29,4952144.62,4529703.86
2023-07-30,5098724.23,4655852.54
2023-07-31,5458790.08,4963353.21
2023-08-01,2552585.51,2383364.23
2023-08-02,2699165.11,2509512.91
2023-08-03,2765134.77,2707014.27
2023-08-04,2527025.44,2506377.93
2023-08-05,2407392.04,2406384.36
2023-08-06,2553971.64,2532533.04
2023-08-07,2914037.5,2840033.71
2023-08-08,3274103.35,3147534.39
2023-08-09,3420682.96,3273683.06
2023-08-10,3301049.56,3173689.49
2023-08-11,3062940.22,2973053.15
2023-08-12,2943306.82,2873059.58
2023-08-13,3089886.43,2999208.25
2023-08-14,3449952.28,3306708.93
2023-08-15,3810018.14,3614209.6
2023-08-16,3956597.74,3740358.28
2023-08-17,3836964.34,3640364.7
2023-08-18,3598855.01,3439728.36
2023-08-19,3479221.61,3339734.79
2023-08-20,3625801.21,3465883.47
2023-08-21,3985867.07,3773384.14
2023-08-22,4345932.93,4080884.82
2023-08-23,4492512.53,4207033.49
2023-08-24,4372879.13,4107039.92
2023-08-25,4134769.8,3906403.58
2023-08-26,4015136.4,3806410.01
2023-08-27,4161716.0,3932558.68
2023-08-28,4521781.86,4240059.36
2023-08-29,4881847.71,4547560.03
2023-08-30,5028427.32,4673708.71
2023-08-31,4908793.92,4573715.13
2023-09-01,1273180.6,1377337.63
2023-09-02,1153547.2,1277344.05
2023-09-03,1300126.8,1403492.73
2023-09-04,1660192.66,1710993.4
2023-09-05,2020258.51,2018494.08
2023-09-06,2166838.12,2144642.75
2023-09-07,2047204.72,2044649.18
2023-09-08,1809095.38,1844012.84
2023-09-09,1689461.98,1744019.27
2023-09-10,1836041.59,1870167.94
2023-09-11,2196107.44,2177668.62
2023-09-12,2556173.3,2485169.29
2023-09-13,2702752.9,2611317.97
2023-09-14,2583119.5,2511324.4
2023-09-15,2345010.17,2310688.06
2023-09-16,2225376.77,2210694.48
2023-09-17,2371956.37,2336843.16
2023-09-18,2732022.23,2644343.83
2023-09-19,3092088.09,2951844.51
2023-09-20,3238667.69,3077993.18
2023-09-21,3119034.29,2977999.61
2023-09-22,2880924.96,2777363.27
2023-09-23,2761291.56,2677369.7
2023-09-24,2907871.16,2803518.37
2023-09-25,3267937.02,3111019.05
2023-09-26,3628002.87,3418519.72
2023-09-27,3774582.48,3544668.4
2023-09-28,3654949.08,3444674.83
2023-09-29,3416839.74,3244038.49
2023-09-30,3297206.34,3144044.92
2023-10-01,798858.88,462059.05
2023-10-02,1158924.73,769559.73
2023-10-03,1518990.59,1077060.41
2023-10-04,1665570.19,1203209.08
2023-10-05,1545936.79,1103215.51
2023-10-06,1307827.46,902579.17
2023-10-07,1188194.06,802585.6
2023-10-08,1334773.66,928734.27
2023-10-09,1694839.52,1236234.95
2023-10-10,2054905.38,1543735.62
2023-10-11,2201484.98,1669884.3
2023-10-12,2081851.58,1569890.72
2023-10-13,1843742.25,1369254.38
2023-10-14,1724108.85,1269260.81
2023-10-15,1870688.45,1395409.49
2023-10-16,2230754.31,1702910.16
2023-10-17,2590820.16,2010410.84
2023-10-18,2737399.77,2136559.51
2023-10-19,2617766.37,2036565.94
2023-10-20,2379657.03,1835929.6
2023-10-21,2260023.63,1735936.03
2023-10-22,2406603.23,1862084.7
2023-10-23,2766669.09,2169585.38
2023-10-24,3126734.95,2477086.05
2023-10-25,3273314.55,2603234.73
2023-10-26,3153681.15,2503241.15
2023-10-27,2915571.82,2302604.81
2023-10-28,2795938.42,2202611.24
2023-10-29,2942518.02,2328759.92
2023-10-30,3302583.88,2636260.59
2023-10-31,3662649.73,2943761.27
2023-11-01,395063.76,568817.07
2023-11-02,275430.36,468823.49
2023-11-03,37321.02,268187.15
2023-11-04,-82312.38,168193.58
2023-11-05,64267.23,294342.26
2023-11-06,424333.08,601842.93
2023-11-07,784398.94,909343.61
2023-11-08,930978.54,1035492.28
2023-11-09,811345.14,935498.71
2023-11-10,573235.81,734862.37
2023-11-11,453602.41,634868.8
2023-11-12,600182.01,761017.47
2023-11-13,960247.87,1068518.15
2023-11-14,1320313.73,1376018.82
2023-11-15,1466893.33,1502167.5
2023-11-16,1347259.93,1402173.92
2023-11-17,1109150.6,1201537.58
2023-11-18,989517.19,1101544.01
2023-11-19,1136096.8,1227692.69
2023-11-20,1496162.66,1535193.36
2023-11-21,1856228.51,1842694.04
2023-11-22,2002808.12,1968842.71
2023-11-23,1883174.71,1868849.14
2023-11-24,1645065.38,1668212.8
2023-11-25,1525431.98,1568219.23
2023-11-26,1672011.58,1694367.9
2023-11-27,2032077.44,2001868.58
2023-11-28,2392143.3,2309369.25
2023-11-29,2538722.9,2435517.93
2023-11-30,2419089.5,2335524.36
2023-12-01,-111851.36,144680.94
2023-12-02,-231484.76,44687.37
2023-12-03,-84905.15,170836.05
2023-12-04,275160.7,478336.72
2023-12-05,635226.56,785837.4
2023-12-06,781806.16,911986.07
2023-12-07,662172.76,811992.5
2023-12-08,424063.43,611356.16
2023-12-09,304430.03,511362.59
2023-12-10,451009.63,637511.26
2023-12-11,811075.49,945011.94
2023-12-12,1171141.35,1252512.61
2023-12-13,1317720.95,1378661.29
2023-12-14,1198087.55,1278667.72
2023-12-15,959978.22,1078031.38
2023-12-16,840344.81,978037.8
2023-12-17,986924.42,1104186.48
2023-12-18,1346990.27,1411687.15
2023-12-19,1707056.13,1719187.83
2023-12-20,1853635.74,1845336.5
2023-12-21,1734002.33,1745342.93
2023-12-22,1495893.0,1544706.59
2023-12-23,1376259.6,1444713.02
2023-12-24,1522839.2,1570861.69
2023-12-25,1882905.06,1878362.37
2023-12-26,2242970.92,2185863.04
2023-12-27,2389550.52,2312011.72
2023-12-28,2269917.12,2212018.15
2023-12-29,2031807.79,2011381.81
2023-12-30,1912174.39,1911388.23
2023-12-31,2058753.99,2037536.91
2024-01-01,1091047.03,723823.7
2024-01-02,1451112.89,1031324.37
2024-01-03,1597692.49,1157473.05
2024-01-04,1478059.09,1057479.47
2024-01-05,1239949.76,856843.13
2024-01-06,1120316.36,756849.56
2024-01-07,1266895.96,882998.24
2024-01-08,1626961.82,1190498.91
2024-01-09,1987027.67,1497999.59
2024-01-10,2133607.28,1624148.26
2024-01-11,2013973.88,1524154.69
2024-01-12,1775864.54,1323518.35
2024-01-13,1656231.14,1223524.78
2024-01-14,1802810.75,1349673.45
2024-01-15,2162876.6,1657174.13
2024-01-16,2522942.46,1964674.8
2024-01-17,2669522.06,2090823.48
2024-01-18,2549888.66,1990829.9
2024-01-19,2311779.33,1790193.56
2024-01-20,2192145.93,1690199.99
2024-01-21,2338725.53,1816348.67
2024-01-22,2698791.39,2123849.34
2024-01-23,3058857.25,2431350.02
2024-01-24,3205436.85,2557498.69
2024-01-25,3085803.45,2457505.12
2024-01-26,2847694.12,2256868.78
2024-01-27,2728060.72,2156875.21
2024-01-28,2874640.32,2283023.88
2024-01-29,3234706.18,2590524.56
2024-01-30,3594772.03,2898025.23
2024-01-31,3741351.64,3024173.91
2024-02-01,2128348.0,1641678.95
2024-02-02,1890238.67,1441042.61
2024-02-03,1770605.27,1341049.04
2024-02-04,1917184.87,1467197.71
2024-02-05,2277250.73,1774698.39
2024-02-06,2637316.59,2082199.06
2024-02-07,2783896.19,2208347.74
2024-02-08,2664262.79,2108354.16
2024-02-09,2426153.46,1907717.82
2024-02-10,2306520.05,1807724.25
2024-02-11,2453099.66,1933872.93
2024-02-12,2813165.52,2241373.6
2024-02-13,3173231.37,2548874.28
2024-02-14,3319810.98,2675022.95
2024-02-15,3200177.57,2575029.38
2024-02-16,2962068.24,2374393.04
2024-02-17,2842434.84,2274399.47
2024-02-18,2989014.44,2400548.14
2024-02-19,3349080.3,2708048.82
2024-02-20,3709146.16,3015549.49
2024-02-21,3855725.76,3141698.17
2024-02-22,3736092.36,3041704.59
2024-02-23,3497983.03,2841068.25
2024-02-24,3378349.63,2741074.68
2024-02-25,3524929.23,2867223.36
2024-02-26,3884995.09,3174724.03
2024-02-27,4245060.94,3482224.71
2024-02-28,4391640.55,3608373.38
2024-02-29,4272007.15,3508379.81
2024-03-01,2825297.93,2268009.44
2024-03-02,2705664.53,2168015.87
2024-03-03,2852244.13,2294164.54
2024-03-04,3212309.99,2601665.22
2024-03-05,3572375.84,2909165.89
2024-03-06,3718955.45,3035314.57
2024-03-07,3599322.05,2935320.99
2024-03-08,3361212.71,2734684.65
2024-03-09,3241579.31,2634691.08
2024-03-10,3388158.92,2760839.76
2024-03-11,3748224.77,3068340.43
2024-03-12,4108290.63,3375841.11
2024-03-13,4254870.23,3501989.78
2024-03-14,4135236.83,3401996.21
2024-03-15,3897127.5,3201359.87
2024-03-16,3777494.1,3101366.3
2024-03-17,3924073.7,3227514.97
2024-03-18,4284139.56,3535015.65
2024-03-19,4644205.42,3842516.32
2024-03-20,4790785.02,3968665.0
2024-03-21,4671151.62,3868671.42
2024-03-22,4433042.29,3668035.08
2024-03-23,4313408.88,3568041.51
2024-03-24,4459988.49,3694190.19
2024-03-25,4820054.35,4001690.86
2024-03-26,5180120.2,4309191.54
2024-03-27,5326699.81,4435340.21
2024-03-28,5207066.4,4335346.64
2024-03-29,4968957.07,4134710.3
2024-03-30,4849323.67,4034716.73
2024-03-31,4995903.27,4160865.4
2024-04-01,3852378.49,3158334.16
2024-04-02,4212444.34,3465834.84
2024-04-03,4359023.95,3591983.51
2024-04-04,4239390.55,3491989.94
2024-04-05,4001281.21,3291353.6
2024-04-06,3881647.81,3191360.03
2024-04-07,4028227.42,3317508.7
2024-04-08,4388293.27,3625009.38
2024-04-09,4748359.13,3932510.05
2024-04-10,4894938.73,4058658.73
2024-04-11,4775305.33,3958665.15
2024-04-12,4537196.0,3758028.81
2024-04-13,4417562.6,3658035.24
2024-04-14,4564142.2,3784183.92
2024-04-15,4924208.06,4091684.59
2024-04-16,5284273.92,4399185.27
2024-04-17,5430853.52,4525333.94
2024-04-18,5311220.12,4425340.37
2024-04-19,5073110.79,4224704.03
2024-04-20,4953477.39,4124710.46
2024-04-21,5100056.99,4250859.13
2024-04-22,5460122.85,4558359.81
2024-04-23,5820188.7,4865860.48
2024-04-24,5966768.31,4992009.16
2024-04-25,5847134.91,4892015.59
2024-04-26,5609025.57,4691379.25
2024-04-27,5489392.17,4591385.67
2024-04-28,5635971.77,4717534.35
2024-04-29,5996037.63,5025035.02
2024-04-30,6356103.49,5332535.7
2024-05-01,4699621.85,3872477.46
2024-05-02,4579988.45,3772483.89
2024-05-03,4341879.11,3571847.55
2024-05-04,4222245.71,3471853.97
2024-05-05,4368825.32,3598002.65
2024-05-06,4728891.17,3905503.32
2024-05-07,5088957.03,4213004.0
2024-05-08,5235536.63,4339152.67
2024-05-09,5115903.23,4239159.1
2024-05-10,4877793.9,4038522.76
2024-05-11,4758160.5,3938529.19
2024-05-12,4904740.1,4064677.86
2024-05-13,5264805.96,4372178.54
2024-05-14,5624871.82,4679679.22
2024-05-15,5771451.42,4805827.89
2024-05-16,5651818.02,4705834.32
2024-05-17,5413708.68,4505197.98
2024-05-18,5294075.28,4405204.41
2024-05-19,5440654.89,4531353.08
2024-05-20,5800720.74,4838853.76
2024-05-21,6160786.6,5146354.43
2024-05-22,6307366.2,5272503.11
2024-05-23,6187732.8,5172509.53
2024-05-24,5949623.47,4971873.19
2024-05-25,5829990.07,4871879.62
2024-05-26,5976569.67,4998028.3
2024-05-27,6336635.53,5305528.97
2024-05-28,6696701.39,5613029.65
2024-05-29,6843280.99,5739178.32
2024-05-30,6723647.59,5639184.75
2024-05-31,6485538.26,5438548.41
2024-06-01,3975864.11,3226028.79
2024-06-02,4122443.71,3352177.46
2024-06-03,4482509.57,3659678.14
2024-06-04,4842575.43,3967178.81
2024-06-05,4989155.03,4093327.49
2024-06-06,4869521.63,3993333.91
2024-06-07,4631412.3,3792697.57
2024-06-08,4511778.9,3692704.0
2024-06-09,4658358.5,3818852.68
2024-06-10,5018424.36,4126353.35
2024-06-11,5378490.21,4433854.03
2024-06-12,5525069.82,4560002.7
2024-06-13,5405436.42,4460009.13
2024-06-14,5167327.08,4259372.79
2024-06-15,5047693.68,4159379.22
2024-06-16,5194273.29,4285527.89
2024-06-17,5554339.14,4593028.57
2024-06-18,5914405.0,4900529.24
2024-06-19,6060984.6,5026677.92
2024-06-20,5941351.2,4926684.34
2024-06-21,5703241.87,4726048.0
2024-06-22,5583608.47,4626054.43
2024-06-23,5730188.07,4752203.11
2024-06-24,6090253.93,5059703.78
2024-06-25,6450319.79,5367204.46
2024-06-26,6596899.39,5493353.13
2024-06-27,6477265.99,5393359.56
2024-06-28,6239156.66,5192723.22
2024-06-29,6119523.26,5092729.65
2024-06-30,6266102.86,5218878.32
2024-07-01,3271069.26,3044859.77
