Date,Revenue,COGS
2023-10-04,3302725.22,2654713.6
2023-10-05,3302725.22,2654713.6
2023-10-06,3302725.22,2654713.6
2023-10-07,3302725.22,2654713.6
2023-10-08,3302725.22,2654713.6
2023-10-09,3302725.22,2654713.6
2023-10-10,3302725.22,2654713.6
2023-10-11,3302725.22,2654713.6
2023-10-12,3302725.22,2654713.6
2023-10-13,3302725.22,2654713.6
2023-10-14,3302725.22,2654713.6
2023-10-15,3302725.22,2654713.6
2023-10-16,3302725.22,2654713.6
2023-10-17,3302725.22,2654713.6
2023-10-18,3302725.22,2654713.6
2023-10-19,3302725.22,2654713.6
2023-10-20,3302725.22,2654713.6
2023-10-21,3302725.22,2654713.6
2023-10-22,3302725.22,2654713.6
2023-10-23,3302725.22,2654713.6
2023-10-24,3302725.22,2654713.6
2023-10-25,3302725.22,2654713.6
2023-10-26,3302725.22,2654713.6
2023-10-27,3302725.22,2654713.6
2023-10-28,3302725.22,2654713.6
2023-10-29,3302725.22,2654713.6
2023-10-30,3302725.22,2654713.6
2023-10-31,3302725.22,2654713.6
2023-11-01,2611295.01,2252968.55
2023-11-02,2611295.01,2252968.55
2023-11-03,2611295.01,2252968.55
2023-11-04,2611295.01,2252968.55
2023-11-05,2611295.01,2252968.55
2023-11-06,2611295.01,2252968.55
2023-11-07,2611295.01,2252968.55
2023-11-08,2611295.01,2252968.55
2023-11-09,2611295.01,2252968.55
2023-11-10,2611295.01,2252968.55
2023-11-11,2611295.01,2252968.55
2023-11-12,2611295.01,2252968.55
2023-11-13,2611295.01,2252968.55
2023-11-14,2611295.01,2252968.55
2023-11-15,2611295.01,2252968.55
2023-11-16,2611295.01,2252968.55
2023-11-17,2611295.01,2252968.55
2023-11-18,2611295.01,2252968.55
2023-11-19,2611295.01,2252968.55
2023-11-20,2611295.01,2252968.55
2023-11-21,2611295.01,2252968.55
2023-11-22,2611295.01,2252968.55
2023-11-23,2611295.01,2252968.55
2023-11-24,2611295.01,2252968.55
2023-11-25,2611295.01,2252968.55
2023-11-26,2611295.01,2252968.55
2023-11-27,2611295.01,2252968.55
2023-11-28,2611295.01,2252968.55
2023-11-29,2611295.01,2252968.55
2023-11-30,2611295.01,2252968.55
2023-12-01,2524349.62,2439382.51
2023-12-02,2524349.62,2439382.51
2023-12-03,2524349.62,2439382.51
2023-12-04,2524349.62,2439382.51
2023-12-05,2524349.62,2439382.51
2023-12-06,2524349.62,2439382.51
2023-12-07,2524349.62,2439382.51
2023-12-08,2524349.62,2439382.51
2023-12-09,2524349.62,2439382.51
2023-12-10,2524349.62,2439382.51
2023-12-11,2524349.62,2439382.51
2023-12-12,2524349.62,2439382.51
2023-12-13,2524349.62,2439382.51
2023-12-14,2524349.62,2439382.51
2023-12-15,2524349.62,2439382.51
2023-12-16,2524349.62,2439382.51
2023-12-17,2524349.62,2439382.51
2023-12-18,2524349.62,2439382.51
2023-12-19,2524349.62,2439382.51
2023-12-20,2524349.62,2439382.51
2023-12-21,2524349.62,2439382.51
2023-12-22,2524349.62,2439382.51
2023-12-23,2524349.62,2439382.51
2023-12-24,2524349.62,2439382.51
2023-12-25,2524349.62,2439382.51
2023-12-26,2524349.62,2439382.51
2023-12-27,2524349.62,2439382.51
2023-12-28,2524349.62,2439382.51
2023-12-29,2524349.62,2439382.51
2023-12-30,2524349.62,2439382.51
2023-12-31,2524349.62,2439382.51
2024-01-01,2591154.6,2103620.26
2024-01-02,2591154.6,2103620.26
2024-01-03,2591154.6,2103620.26
2024-01-04,2591154.6,2103620.26
2024-01-05,2591154.6,2103620.26
2024-01-06,2591154.6,2103620.26
2024-01-07,2591154.6,2103620.26
2024-01-08,2591154.6,2103620.26
2024-01-09,2591154.6,2103620.26
2024-01-10,2591154.6,2103620.26
2024-01-11,2591154.6,2103620.26
2024-01-12,2591154.6,2103620.26
2024-01-13,2591154.6,2103620.26
2024-01-14,2591154.6,2103620.26
2024-01-15,2591154.6,2103620.26
2024-01-16,2591154.6,2103620.26
2024-01-17,2591154.6,2103620.26
2024-01-18,2591154.6,2103620.26
2024-01-19,2591154.6,2103620.26
2024-01-20,2591154.6,2103620.26
2024-01-21,2591154.6,2103620.26
2024-01-22,2591154.6,2103620.26
2024-01-23,2591154.6,2103620.26
2024-01-24,2591154.6,2103620.26
2024-01-25,2591154.6,2103620.26
2024-01-26,2591154.6,2103620.26
2024-01-27,2591154.6,2103620.26
2024-01-28,2591154.6,2103620.26
2024-01-29,2591154.6,2103620.26
2024-01-30,2591154.6,2103620.26
2024-01-31,2591154.6,2103620.26
2024-02-01,3480800.78,2824292.14
2024-02-02,3480800.78,2824292.14
2024-02-03,3480800.78,2824292.14
2024-02-04,3480800.78,2824292.14
2024-02-05,3480800.78,2824292.14
2024-02-06,3480800.78,2824292.14
2024-02-07,3480800.78,2824292.14
2024-02-08,3480800.78,2824292.14
2024-02-09,3480800.78,2824292.14
2024-02-10,3480800.78,2824292.14
2024-02-11,3480800.78,2824292.14
2024-02-12,3480800.78,2824292.14
2024-02-13,3480800.78,2824292.14
2024-02-14,3480800.78,2824292.14
2024-02-15,3480800.78,2824292.14
2024-02-16,3480800.78,2824292.14
2024-02-17,3480800.78,2824292.14
2024-02-18,3480800.78,2824292.14
2024-02-19,3480800.78,2824292.14
2024-02-20,3480800.78,2824292.14
2024-02-21,3480800.78,2824292.14
2024-02-22,3480800.78,2824292.14
2024-02-23,3480800.78,2824292.14
2024-02-24,3480800.78,2824292.14
2024-02-25,3480800.78,2824292.14
2024-02-26,3480800.78,2824292.14
2024-02-27,3480800.78,2824292.14
2024-02-28,3480800.78,2824292.14
2024-02-29,3480800.78,2824292.14
2024-03-01,4928185.47,4230434.31
2024-03-02,4928185.47,4230434.31
2024-03-03,4928185.47,4230434.31
2024-03-04,4928185.47,4230434.31
2024-03-05,4928185.47,4230434.31
2024-03-06,4928185.47,4230434.31
2024-03-07,4928185.47,4230434.31
2024-03-08,4928185.47,4230434.31
2024-03-09,4928185.47,4230434.31
2024-03-10,4928185.47,4230434.31
2024-03-11,4928185.47,4230434.31
2024-03-12,4928185.47,4230434.31
2024-03-13,4928185.47,4230434.31
2024-03-14,4928185.47,4230434.31
2024-03-15,4928185.47,4230434.31
2024-03-16,4928185.47,4230434.31
2024-03-17,4928185.47,4230434.31
2024-03-18,4928185.47,4230434.31
2024-03-19,4928185.47,4230434.31
2024-03-20,4928185.47,4230434.31
2024-03-21,4928185.47,4230434.31
2024-03-22,4928185.47,4230434.31
2024-03-23,4928185.47,4230434.31
2024-03-24,4928185.47,4230434.31
2024-03-25,4928185.47,4230434.31
2024-03-26,4928185.47,4230434.31
2024-03-27,4928185.47,4230434.31
2024-03-28,4928185.47,4230434.31
2024-03-29,4928185.47,4230434.31
2024-03-30,4928185.47,4230434.31
2024-03-31,4928185.47,4230434.31
2024-04-01,6532951.88,5525870.13
2024-04-02,6532951.88,5525870.13
2024-04-03,6532951.88,5525870.13
2024-04-04,6532951.88,5525870.13
2024-04-05,6532951.88,5525870.13
2024-04-06,6532951.88,5525870.13
2024-04-07,6532951.88,5525870.13
2024-04-08,6532951.88,5525870.13
2024-04-09,6532951.88,5525870.13
2024-04-10,6532951.88,5525870.13
2024-04-11,6532951.88,5525870.13
2024-04-12,6532951.88,5525870.13
2024-04-13,6532951.88,5525870.13
2024-04-14,6532951.88,5525870.13
2024-04-15,6532951.88,5525870.13
2024-04-16,6532951.88,5525870.13
2024-04-17,6532951.88,5525870.13
2024-04-18,6532951.88,5525870.13
2024-04-19,6532951.88,5525870.13
2024-04-20,6532951.88,5525870.13
2024-04-21,6532951.88,5525870.13
2024-04-22,6532951.88,5525870.13
2024-04-23,6532951.88,5525870.13
2024-04-24,6532951.88,5525870.13
2024-04-25,6532951.88,5525870.13
2024-04-26,6532951.88,5525870.13
2024-04-27,6532951.88,5525870.13
2024-04-28,6532951.88,5525870.13
2024-04-29,6532951.88,5525870.13
2024-04-30,6532951.88,5525870.13
2024-05-01,6575416.35,5263412.53
2024-05-02,6575416.35,5263412.53
2024-05-03,6575416.35,5263412.53
2024-05-04,6575416.35,5263412.53
2024-05-05,6575416.35,5263412.53
2024-05-06,6575416.35,5263412.53
2024-05-07,6575416.35,5263412.53
2024-05-08,6575416.35,5263412.53
2024-05-09,6575416.35,5263412.53
2024-05-10,6575416.35,5263412.53
2024-05-11,6575416.35,5263412.53
2024-05-12,6575416.35,5263412.53
2024-05-13,6575416.35,5263412.53
2024-05-14,6575416.35,5263412.53
2024-05-15,6575416.35,5263412.53
2024-05-16,6575416.35,5263412.53
2024-05-17,6575416.35,5263412.53
2024-05-18,6575416.35,5263412.53
2024-05-19,6575416.35,5263412.53
2024-05-20,6575416.35,5263412.53
2024-05-21,6575416.35,5263412.53
2024-05-22,6575416.35,5263412.53
2024-05-23,6575416.35,5263412.53
2024-05-24,6575416.35,5263412.53
2024-05-25,6575416.35,5263412.53
2024-05-26,6575416.35,5263412.53
2024-05-27,6575416.35,5263412.53
2024-05-28,6575416.35,5263412.53
2024-05-29,6575416.35,5263412.53
2024-05-30,6575416.35,5263412.53
2024-05-31,6575416.35,5263412.53
2024-06-01,6427108.65,5390924.45
2024-06-02,6427108.65,5390924.45
2024-06-03,6427108.65,5390924.45
2024-06-04,6427108.65,5390924.45
2024-06-05,6427108.65,5390924.45
2024-06-06,6427108.65,5390924.45
2024-06-07,6427108.65,5390924.45
2024-06-08,6427108.65,5390924.45
2024-06-09,6427108.65,5390924.45
2024-06-10,6427108.65,5390924.45
2024-06-11,6427108.65,5390924.45
2024-06-12,6427108.65,5390924.45
2024-06-13,6427108.65,5390924.45
2024-06-14,6427108.65,5390924.45
2024-06-15,6427108.65,5390924.45
2024-06-16,6427108.65,5390924.45
2024-06-17,6427108.65,5390924.45
2024-06-18,6427108.65,5390924.45
2024-06-19,6427108.65,5390924.45
2024-06-20,6427108.65,5390924.45
2024-06-21,6427108.65,5390924.45
2024-06-22,6427108.65,5390924.45
2024-06-23,6427108.65,5390924.45
2024-06-24,6427108.65,5390924.45
2024-06-25,6427108.65,5390924.45
2024-06-26,6427108.65,5390924.45
2024-06-27,6427108.65,5390924.45
2024-06-28,6427108.65,5390924.45
2024-06-29,6427108.65,5390924.45
2024-06-30,6427108.65,5390924.45
2024-07-01,4659789.37,4197264.58
