customer_id,zip,city,signup_date,gender,age_group,acquisition_channel
23609,32569,Ninh Binh,2021-06-11,Male,25-34,organic_search
23718,43938,Bac Giang,2022-06-10,Female,35-44,organic_search
23719,43938,Bac Giang,2018-05-03,Female,25-34,referral
23721,43938,Bac Giang,2012-10-11,Male,18-24,email_campaign
23745,43948,Uong Bi,2018-01-14,Female,55+,email_campaign
23789,43976,Thai Nguyen,2022-04-12,Female,55+,social_media
23859,44442,Viet Tri,2020-11-26,Female,25-34,paid_search
23881,44455,Hai Phong,2016-08-14,Female,35-44,social_media
23882,44455,Hai Phong,2018-05-26,Male,45-54,referral
23922,43318,Hai Phong,2019-06-10,Female,18-24,email_campaign
24030,45036,Thai Nguyen,2019-12-02,Female,35-44,organic_search
24142,45102,Uong Bi,2020-08-01,Male,18-24,referral
24192,45122,Bac Giang,2018-03-17,Male,45-54,direct
24424,45322,Viet Tri,2015-08-03,Male,35-44,social_media
24429,45324,Cam Pha,2021-01-01,Male,25-34,organic_search
24432,45324,Cam Pha,2020-05-09,Male,55+,direct
24459,45331,Nam Dinh,2022-09-26,Female,45-54,organic_search
24506,45341,Uong Bi,2017-06-07,Male,25-34,direct
24527,45345,Ha Long,2018-10-21,Male,25-34,email_campaign
24599,45371,Nam Dinh,2021-10-10,Male,18-24,organic_search
24711,45415,Thai Nguyen,2015-03-17,Female,45-54,paid_search
24728,45419,Ninh Binh,2017-06-22,Male,18-24,social_media
24738,45424,Bac Giang,2019-09-21,Female,55+,paid_search
24740,45424,Bac Giang,2018-04-23,Female,18-24,email_campaign
24783,45439,Ha Long,2012-11-07,Female,45-54,social_media
24824,45801,Bac Ninh,2020-03-21,Female,35-44,email_campaign
24951,45840,Nam Dinh,2019-10-16,Male,18-24,organic_search
25060,45875,Hanoi,2022-01-23,Female,35-44,referral
25179,45206,Ha Long,2015-11-26,Male,35-44,social_media
25345,45244,Nam Dinh,2020-05-25,Female,35-44,organic_search
25358,45247,Viet Tri,2022-05-14,Female,45-54,direct
25558,43055,Lao Cai,2015-05-13,Female,45-54,email_campaign
25605,43068,Phu Ly,2022-08-17,Female,18-24,paid_search
25636,43078,Hanoi,2020-06-11,Male,18-24,social_media
25637,43078,Hanoi,2019-08-28,Female,25-34,social_media
25646,43081,Cam Pha,2015-12-20,Male,55+,paid_search
25714,43119,Viet Tri,2020-09-24,Female,18-24,paid_search
25719,43123,Hanoi,2017-10-15,Female,35-44,organic_search
25819,43154,Uong Bi,2020-06-06,Female,35-44,organic_search
25962,43224,Bac Ninh,2020-09-09,Male,45-54,social_media
25991,43232,Son Tay,2018-05-04,Male,25-34,paid_search
26013,43311,Uong Bi,2022-07-01,Male,45-54,social_media
26033,43344,Hai Phong,2016-08-29,Male,25-34,paid_search
26037,43344,Hai Phong,2012-09-29,Male,25-34,organic_search
26362,43912,Thai Nguyen,2022-02-15,Male,45-54,email_campaign
26498,45601,Viet Tri,2017-01-30,Female,18-24,email_campaign
26501,45601,Viet Tri,2020-08-18,Male,18-24,paid_search
26574,45640,Ha Long,2021-06-25,Female,45-54,organic_search
26588,45645,Uong Bi,2013-10-09,Male,25-34,paid_search
26612,45651,Hai Phong,2022-07-02,Male,25-34,email_campaign
26671,45669,Bac Giang,2019-02-14,Male,35-44,paid_search
26688,45680,Bac Giang,2016-11-17,Male,55+,direct
26732,45692,Son Tay,2018-08-04,Female,55+,paid_search
26756,45710,Ha Long,2022-03-19,Female,35-44,social_media
27286,43506,Ninh Binh,2018-02-04,Female,18-24,organic_search
27342,43528,Son Tay,2015-05-26,Female,25-34,referral
27433,43556,Lao Cai,2019-01-30,Female,45-54,social_media
27464,43567,Viet Tri,2018-10-25,Male,55+,referral
27547,43616,Bac Giang,2020-03-13,Male,45-54,email_campaign
27725,44044,Lao Cai,2018-04-04,Male,35-44,organic_search
27748,44053,Cam Pha,2020-12-18,Male,25-34,organic_search
27750,44053,Cam Pha,2020-03-23,Female,35-44,social_media
27751,44053,Cam Pha,2022-10-24,Female,35-44,paid_search
27756,44054,Ha Long,2021-10-28,Female,35-44,organic_search
27757,44054,Ha Long,2017-12-18,Female,55+,email_campaign
27766,44056,Lao Cai,2022-11-11,Male,45-54,social_media
27823,44077,Hanoi,2022-01-01,Female,25-34,referral
27864,44089,Hanoi,2017-09-28,Female,45-54,organic_search
27868,44090,Lao Cai,2022-05-11,Male,25-34,social_media
27947,44110,Ninh Binh,2019-02-17,Male,35-44,organic_search
27998,44121,Son Tay,2017-05-13,Female,45-54,email_campaign
28004,44122,Ha Long,2013-12-03,Male,18-24,referral
28053,44132,Thai Nguyen,2014-12-02,Female,55+,organic_search
28098,44141,Uong Bi,2020-10-17,Female,18-24,direct
28119,44145,Thai Nguyen,2016-08-15,Female,18-24,social_media
28150,44203,Bac Giang,2016-05-24,Female,45-54,organic_search
28166,44212,Son Tay,2013-10-07,Female,55+,email_campaign
28191,44221,Thai Nguyen,2018-10-12,Male,18-24,social_media
28199,44224,Ninh Binh,2022-04-12,Male,25-34,social_media
28208,44231,Cam Pha,2018-09-22,Female,25-34,paid_search
28265,44254,Uong Bi,2020-05-12,Female,45-54,direct
28272,44255,Son Tay,2019-05-01,Male,25-34,direct
28279,44260,Ninh Binh,2018-10-31,Male,25-34,email_campaign
28280,44260,Ninh Binh,2022-08-19,Male,35-44,social_media
28441,44319,Son Tay,2022-02-18,Male,55+,organic_search
28488,44405,Cam Pha,2019-02-22,Female,35-44,direct
28494,44406,Ninh Binh,2022-04-25,Female,25-34,social_media
28496,44406,Ninh Binh,2016-09-04,Male,35-44,paid_search
28534,44420,Bac Ninh,2020-04-05,Female,25-34,organic_search
28549,44425,Bac Giang,2018-03-03,Female,35-44,organic_search
28604,44444,Hanoi,2022-06-18,Male,35-44,paid_search
28666,44483,Ninh Binh,2021-06-27,Male,18-24,direct
28755,44601,Bac Giang,2021-11-13,Female,35-44,paid_search
28756,44601,Bac Giang,2018-05-28,Male,55+,organic_search
28899,44646,Bac Giang,2019-05-14,Female,35-44,organic_search
29104,44710,Nam Dinh,2019-08-01,Female,25-34,paid_search
29113,44718,Hai Phong,2014-02-25,Female,45-54,organic_search
29120,44720,Nam Dinh,2015-04-23,Female,25-34,social_media
29210,44830,Ha Long,2022-07-02,Female,35-44,organic_search
29233,44839,Nam Dinh,2018-07-19,Male,45-54,email_campaign
29237,44839,Nam Dinh,2015-08-10,Male,18-24,referral
29343,44865,Uong Bi,2014-05-27,Male,45-54,paid_search
29407,44889,Viet Tri,2022-09-12,Female,18-24,organic_search
29409,44890,Lao Cai,2015-09-08,Male,25-34,social_media
29435,44905,Hai Phong,2021-02-15,Female,35-44,direct
29525,48021,Viet Tri,2021-10-16,Female,45-54,social_media
29562,48030,Hanoi,2021-05-08,Male,45-54,organic_search
29596,48038,Nam Dinh,2014-03-22,Male,45-54,organic_search
29627,48044,Son Tay,2020-03-16,Female,55+,social_media
29636,48047,Thai Nguyen,2020-05-12,Male,55+,direct
29680,48063,Bac Ninh,2014-03-05,Female,35-44,organic_search
29685,48064,Viet Tri,2017-06-22,Male,45-54,social_media
29699,48067,Hanoi,2020-11-29,Female,45-54,social_media
29788,48091,Lao Cai,2019-06-10,Male,18-24,organic_search
29843,48105,Bac Ninh,2014-07-29,Female,35-44,organic_search
29877,48114,Phu Ly,2015-10-29,Female,35-44,social_media
29882,48116,Ha Long,2021-03-16,Non-binary,45-54,email_campaign
29967,48141,Nam Dinh,2022-02-09,Male,25-34,paid_search
29974,48146,Uong Bi,2013-08-06,Female,25-34,email_campaign
29993,48158,Son Tay,2018-09-08,Female,25-34,organic_search
30048,48170,Lao Cai,2022-10-16,Female,45-54,email_campaign
30050,48170,Lao Cai,2021-11-02,Non-binary,55+,direct
30121,48189,Viet Tri,2018-12-21,Male,25-34,paid_search
30147,48195,Phu Ly,2016-06-26,Non-binary,25-34,organic_search
30153,48198,Ha Long,2021-05-01,Female,55+,paid_search
30155,48198,Ha Long,2013-12-30,Male,45-54,social_media
30292,48228,Phu Ly,2019-09-08,Female,25-34,paid_search
30331,48239,Son Tay,2017-05-02,Female,25-34,paid_search
30351,48302,Ha Long,2021-05-02,Female,45-54,organic_search
30427,48322,Ha Long,2015-09-12,Male,35-44,social_media
30476,48334,Thai Nguyen,2017-07-14,Female,45-54,organic_search
30478,48335,Bac Giang,2020-09-28,Male,35-44,social_media
30579,48374,Nam Dinh,2018-11-19,Male,45-54,organic_search
30608,48383,Son Tay,2018-08-19,Male,25-34,social_media
30657,48415,Uong Bi,2021-08-08,Male,25-34,referral
30676,48419,Hai Phong,2022-04-23,Male,35-44,email_campaign
30710,48428,Son Tay,2020-03-04,Female,25-34,paid_search
30754,48438,Cam Pha,2021-04-12,Male,35-44,referral
30774,48442,Uong Bi,2022-01-26,Female,18-24,paid_search
30791,48446,Nam Dinh,2022-01-08,Female,25-34,email_campaign
30857,48463,Bac Giang,2019-07-23,Non-binary,55+,paid_search
31255,48722,Nam Dinh,2016-06-17,Male,25-34,organic_search
31278,48729,Son Tay,2018-12-27,Female,35-44,organic_search
31358,48746,Hanoi,2019-08-12,Male,18-24,paid_search
31424,48762,Cam Pha,2021-11-11,Female,35-44,social_media
31610,48843,Nam Dinh,2021-07-03,Female,25-34,organic_search
31661,48854,Son Tay,2018-08-01,Female,55+,social_media
31678,48858,Hanoi,2018-11-15,Female,35-44,referral
31717,48867,Phu Ly,2015-01-31,Female,35-44,organic_search
31745,48877,Cam Pha,2017-09-26,Female,25-34,direct
31886,49001,Cam Pha,2018-10-27,Male,35-44,organic_search
31948,49017,Bac Giang,2022-02-03,Male,35-44,email_campaign
31965,49026,Viet Tri,2022-01-30,Female,55+,paid_search
32025,49051,Ha Long,2021-01-09,Male,35-44,organic_search
32042,49055,Ha Long,2012-09-23,Female,45-54,email_campaign
32093,49071,Son Tay,2020-03-10,Female,45-54,organic_search
32174,49097,Hai Phong,2022-07-04,Female,45-54,social_media
32185,49201,Son Tay,2017-06-23,Female,25-34,organic_search
32353,49264,Bac Giang,2019-12-08,Male,18-24,referral
32426,49301,Lao Cai,2018-03-12,Male,25-34,paid_search
32484,49318,Bac Giang,2017-08-07,Non-binary,55+,organic_search
32554,49333,Cam Pha,2018-06-08,Male,25-34,social_media
32699,49417,Ha Long,2018-07-15,Female,25-34,paid_search
32701,49417,Ha Long,2017-09-26,Male,25-34,paid_search
32703,49418,Bac Ninh,2017-10-30,Female,18-24,direct
32704,49418,Bac Ninh,2022-11-03,Female,25-34,referral
32737,49424,Nam Dinh,2020-08-18,Male,35-44,paid_search
32755,49431,Bac Giang,2016-07-08,Male,45-54,referral
33192,49663,Bac Ninh,2017-08-23,Male,45-54,paid_search
33309,49707,Ha Long,2013-12-18,Female,25-34,social_media
33310,49707,Ha Long,2018-06-10,Non-binary,18-24,organic_search
33573,48131,Cam Pha,2019-09-06,Male,25-34,direct
33589,48144,Lao Cai,2017-04-27,Male,18-24,direct
33600,48157,Phu Ly,2020-05-14,Male,18-24,social_media
33610,49022,Hanoi,2020-08-09,Male,45-54,social_media
33611,49022,Hanoi,2014-12-08,Male,45-54,paid_search
33774,49129,Nam Dinh,2021-09-08,Female,45-54,paid_search
33861,46714,Viet Tri,2013-02-11,Female,35-44,referral
33999,46788,Cam Pha,2022-08-17,Female,45-54,paid_search
34077,46809,Thai Nguyen,2019-10-14,Male,35-44,organic_search
34176,47022,Lao Cai,2021-04-22,Female,45-54,organic_search
34309,47126,Hanoi,2019-03-13,Female,25-34,paid_search
34312,47126,Hanoi,2018-09-28,Male,25-34,paid_search
34389,47161,Phu Ly,2015-03-22,Female,35-44,paid_search
