product_id,product_name,category,segment,size,color,price,cogs
952,HanoiStreet UC-15,Streetwear,Everyday,S,orange,3321.4462564991336,3155.3739436741766
954,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.9412900097,7430.902601333657
964,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529
966,HanoiStreet UC-29,Streetwear,Everyday,L,green,5858.236646507408,3333.336651862716
967,HanoiStreet UC-30,Streetwear,Everyday,XL,silver,8161.481464968154,6491.642357235669
976,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.158343558282,3764.050426380368
979,HanoiStreet UC-42,Streetwear,Everyday,XL,yellow,4727.334705882353,4490.967970588235
981,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.929931253305,1931.28343469064
989,HanoiStreet UC-52,Streetwear,Everyday,M,yellow,5262.4712658227845,2638.603092683544
990,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.094003466204,3895.0904670987866
992,HanoiStreet UC-55,Streetwear,Everyday,S,orange,3453.456099585062,2504.7917090290457
1034,MekongStyle UC-06,Streetwear,Everyday,L,white,10885.35,10341.0825
1040,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.978153846156,9943.0986984
1041,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.96320754717,6095.835739528302
1201,MekongFit UC-03,Streetwear,Everyday,M,black,6929.37,6443.621163
1202,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.09891566265,6218.081700397591
1203,MekongFit UC-05,Streetwear,Everyday,XL,blue,3885.7044481605353,3634.6879408093646
1210,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.626499999999
1213,MekongFit UC-15,Streetwear,Everyday,M,blue,6198.434516129032,4649.445730548388
1215,MekongFit UC-17,Streetwear,Everyday,XL,purple,4138.55297271872,2641.6383624863597
1227,MekongFit UC-29,Streetwear,Everyday,XL,silver,3803.996185958254,3196.497995060721
1228,MekongFit UC-30,Streetwear,Everyday,S,pink,1644.4317128463476,1030.2364680982369
1229,MekongFit UC-31,Streetwear,Everyday,M,yellow,3180.5832888349514,2331.049492387136
1230,MekongFit UC-32,Streetwear,Everyday,L,red,5786.595352112676,3670.4374318450714
1232,MekongFit UC-34,Streetwear,Everyday,S,orange,4566.726164383562,4338.389856164384
1891,BambooCraft UC-10,Streetwear,Everyday,XL,black,8630.37,5459.572062000001
1894,BambooCraft UC-13,Streetwear,Everyday,L,white,8725.29,4900.122864000001
1895,BambooCraft UC-14,Streetwear,Everyday,XL,purple,9014.516341463415,8563.790524390244
1903,BambooCraft UC-22,Streetwear,Everyday,XL,blue,9629.856486486486,9148.36366216216
2070,UrbanVN UC-05,Streetwear,Everyday,L,red,6299.110953947368,5095.98076174342
2071,UrbanVN UC-06,Streetwear,Everyday,XL,black,4194.771265822785,2699.7547866835444
2074,UrbanVN UC-09,Streetwear,Everyday,L,white,4031.37,2954.1879360000003
2081,UrbanVN UC-16,Streetwear,Everyday,M,black,2708.37,2432.11626
2082,UrbanVN UC-17,Streetwear,Everyday,L,orange,4066.0944094488186,3089.418532299212
2083,UrbanVN UC-18,Streetwear,Everyday,XL,blue,3872.079591474245,3180.913384396092
2091,UrbanVN UC-26,Streetwear,Everyday,XL,black,2019.996121076233,1168.1637568183855
2094,UrbanVN UC-29,Streetwear,Everyday,L,white,5259.781764705882,4996.792676470587
2174,PhoenixWear UC-04,Streetwear,Everyday,L,white,5039.37,2880.503892
2353,VietMotion UC-01,Streetwear,Everyday,M,blue,5207.482449799197,4504.993067321285
2359,VietMotion UC-07,Streetwear,Everyday,XL,yellow,5399.825901259964,3136.7588660419133
2371,VietMotion UC-19,Streetwear,Everyday,XL,black,6958.29715231788,4658.5799434768205
2373,VietMotion UC-21,Streetwear,Everyday,M,blue,7213.408461538462,4297.748761384616
2374,VietMotion UC-22,Streetwear,Everyday,L,white,7830.721535836178,5726.606659156997
2379,VietMotion UC-27,Streetwear,Everyday,XL,yellow,2324.005436893204,2207.805165048544
2380,VietMotion UC-28,Streetwear,Everyday,S,red,3754.7071009305655,2446.9426176764496
2384,VietMotion UC-32,Streetwear,Everyday,S,white,7792.531998777506,4305.373929324572
2388,VietMotion UC-36,Streetwear,Everyday,S,pink,3825.871123778501,2462.330655263844
174,DragonWear UE-02,Streetwear,Performance,L,white,8386.030434782608,7570.06967347826
187,DragonWear UE-15,Streetwear,Performance,XL,silver,8798.352127659575,7129.304729042554
514,SaigonFlex UE-02,Streetwear,Performance,L,white,5606.580000000001,4206.056316
532,SaigonFlex UE-20,Streetwear,Performance,S,orange,6825.528620689655,5999.639657586208
533,SaigonFlex UE-21,Streetwear,Performance,M,blue,6086.914024390244,3334.4115025609763
895,HanoiStreet UE-04,Streetwear,Performance,XL,purple,7118.876024096385,4305.496219373494
906,HanoiStreet UE-15,Streetwear,Performance,L,green,5178.670998573467,4255.831826627675
910,HanoiStreet UE-19,Streetwear,Performance,L,red,5226.117562296858,4846.178815517877
914,HanoiStreet UE-23,Streetwear,Performance,L,white,6929.37,3953.205585
915,HanoiStreet UE-24,Streetwear,Performance,XL,purple,6677.37,6343.501499999999
921,HanoiStreet UE-30,Streetwear,Performance,M,black,6299.37,5324.227524
922,HanoiStreet UE-31,Streetwear,Performance,L,orange,5687.85,2991.240315
933,HanoiStreet UE-42,Streetwear,Performance,M,blue,6929.370000000001,3488.244858
936,HanoiStreet UE-45,Streetwear,Performance,S,green,6240.3075,5928.292125
937,HanoiStreet UE-46,Streetwear,Performance,M,silver,6299.37,5984.4015
1168,MekongFit UE-04,Streetwear,Performance,S,pink,4290.57664206642,4000.104603398525
1173,MekongFit UE-09,Streetwear,Performance,M,blue,6051.284201183432,5634.350719721893
1174,MekongFit UE-10,Streetwear,Performance,L,white,6929.37,6582.9015
1182,MekongFit UE-18,Streetwear,Performance,L,orange,2220.567622820919,2109.539241679873
1184,MekongFit UE-20,Streetwear,Performance,S,white,7559.37,5095.771317
1186,MekongFit UE-22,Streetwear,Performance,L,green,4625.500177514793,2901.113711337278
1188,MekongFit UE-24,Streetwear,Performance,S,pink,5589.408461538462,5309.938038461539
1191,MekongFit UE-27,Streetwear,Performance,XL,black,3202.148350515464,2351.657748618557
1781,SaigonCore UE-16,Streetwear,Performance,M,black,6970.45695652174,6092.876425695652
2045,UrbanVN UE-05,Streetwear,Performance,M,purple,5569.462312746386,2996.370724257556
2046,UrbanVN UE-06,Streetwear,Performance,L,green,5196.87,3738.628278
2047,UrbanVN UE-07,Streetwear,Performance,XL,silver,4488.827570715474,2369.652074580699
2050,UrbanVN UE-10,Streetwear,Performance,L,red,6047.043575129534,5297.814876170984
2053,UrbanVN UE-13,Streetwear,Performance,M,blue,4015.5242288557215,2068.3965302835823
2054,UrbanVN UE-14,Streetwear,Performance,L,white,7071.6015724815725,6718.021493857494
2055,UrbanVN UE-15,Streetwear,Performance,XL,purple,7240.102907348243,6878.097761980831
2056,UrbanVN UE-16,Streetwear,Performance,S,green,3991.447338129497,3791.8749712230215
2064,UrbanVN UE-24,Streetwear,Performance,S,white,6479.721271860095,5307.5396937806045
2149,PhoenixWear UE-02,Streetwear,Performance,M,yellow,5228.37,4966.951499999999
2153,PhoenixWear UE-06,Streetwear,Performance,M,blue,6751.031538461538,6413.479961538461
2159,PhoenixWear UE-12,Streetwear,Performance,XL,yellow,5663.07,4892.326173
2169,PhoenixWear UE-22,Streetwear,Performance,M,yellow,6603.962565789473,3515.9496700263157
2331,VietMotion UE-05,Streetwear,Performance,XL,black,7365.661770148853,6671.816431400832
2332,VietMotion UE-06,Streetwear,Performance,S,orange,5799.628950298211,4554.448614669184
2343,VietMotion UE-17,Streetwear,Performance,XL,blue,5703.50918918919,4446.455763891891
2352,VietMotion UE-26,Streetwear,Performance,S,orange,4441.3230201342285,3680.968519087248
382,LotusWear UE-03,Streetwear,Performance,L,orange,11147.85,10315.105605
396,SaigonFlex UM-01,Streetwear,Balanced,S,green,11028.42869470343,10091.01225565364
400,SaigonFlex UM-05,Streetwear,Balanced,S,red,9886.802879868348,7227.252905183763
413,SaigonFlex UM-18,Streetwear,Balanced,M,blue,14675.85,10280.432925
426,SaigonFlex UM-31,Streetwear,Balanced,L,green,11422.280511627909,9893.979379172091
433,SaigonFlex UM-38,Streetwear,Balanced,M,blue,11459.313318584072,6543.267904911505
443,SaigonFlex UM-48,Streetwear,Balanced,XL,blue,10801.314772663089,6176.1917870087545
445,SaigonFlex UM-50,Streetwear,Balanced,M,purple,10819.789797297297,7440.769443601352
464,SaigonFlex UM-69,Streetwear,Balanced,S,white,7809.460209424084,4229.603649424084
467,SaigonFlex UM-72,Streetwear,Balanced,XL,silver,11081.167628705149,6350.61716801092
475,SaigonFlex UM-80,Streetwear,Balanced,XL,purple,12606.228520360584,10040.861016467206
482,SaigonFlex UM-87,Streetwear,Balanced,L,orange,7907.13,6264.028386
484,SaigonFlex UM-89,Streetwear,Balanced,S,white,15627.15,11739.11508
485,SaigonFlex UM-90,Streetwear,Balanced,M,purple,10231.442307692309,9719.870192307691
488,SaigonFlex UM-93,Streetwear,Balanced,S,pink,12855.294845488255,8786.594026891224
495,SaigonFlex UM-00,Streetwear,Balanced,XL,purple,8656.966557377049,6242.53858452459
499,SaigonFlex UM-04,Streetwear,Balanced,XL,yellow,11293.2135989011,6445.037000892857
502,SaigonFlex UM-07,Streetwear,Balanced,L,orange,13275.297368421052,10121.086713684212
510,SaigonFlex UM-15,Streetwear,Balanced,L,red,11057.58904706566,10398.556739860544
93,DragonWear UM-20,Streetwear,Balanced,M,blue,12532.031818181818,7611.956126363636
94,DragonWear UM-21,Streetwear,Balanced,L,white,10703.7,9943.7373
103,DragonWear UM-30,Streetwear,Balanced,XL,blue,10425.177091172214,7115.183364725037
819,HanoiStreet UM-03,Streetwear,Balanced,XL,yellow,14579.50153846154,12477.137416615386
826,HanoiStreet UM-10,Streetwear,Balanced,L,green,12730.405428472704,12093.885157049066
1131,MekongFit UM-08,Streetwear,Balanced,XL,black,5230.89963671128,3135.924332208413
1139,MekongFit UM-16,Streetwear,Balanced,XL,yellow,8189.176153846154,6091.928140846154
1143,MekongFit UM-20,Streetwear,Balanced,XL,blue,6625.844226804124,6294.552015463917
1751,SaigonCore UM-03,Streetwear,Balanced,XL,black,8189.370000000001,6178.060728
1870,BambooCraft UM-08,Streetwear,Balanced,L,red,10134.107704918031,9627.402319672132
2112,PhoenixWear UM-03,Streetwear,Balanced,S,orange,6863.706,6505.4205468
2295,VietMotion UM-10,Streetwear,Balanced,XL,purple,10934.453696808512,10387.731011968086
133,DragonWear UR-04,Streetwear,Standard,M,blue,8820.985714285714,7253.496552857143
248,LotusWear UR-20,Streetwear,Standard,S,pink,6826.622727272727,5780.784125454546
267,LotusWear UR-39,Streetwear,Standard,XL,silver,4178.0440298507465,3405.105884328358
512,SaigonFlex UR-01,Streetwear,Standard,S,orange,2895.329458972047,2518.9366293056805
1144,MekongFit UR-01,Streetwear,Standard,S,white,4987.5217241379305,4154.1068440344825
1148,MekongFit UR-05,Streetwear,Standard,S,pink,3768.4661538461537,2211.7127856923075
1150,MekongFit UR-07,Streetwear,Standard,L,red,5337.0,4708.8351
1156,MekongFit UR-13,Streetwear,Standard,S,green,4125.1374418604655,2224.2741086511624
1668,VietMode UR-01,Streetwear,Standard,S,pink,5164.74,2678.950638
1765,SaigonCore UR-11,Streetwear,Standard,M,purple,2235.9309677419355,2124.134419354839
2005,UrbanVN UR-08,Streetwear,Standard,M,purple,3684.87,2645.368173
2012,UrbanVN UR-15,Streetwear,Standard,S,orange,4660.622964426877,4277.053694454546
2016,UrbanVN UR-19,Streetwear,Standard,S,green,3743.541357615894,1998.676730831126
2022,UrbanVN UR-25,Streetwear,Standard,L,orange,2988.25524590164,1860.4877160983608
2126,PhoenixWear UR-02,Streetwear,Standard,L,green,5499.5607692307685,4003.130283923077
2128,PhoenixWear UR-04,Streetwear,Standard,S,pink,4874.562,3880.6388082
2145,PhoenixWear UR-21,Streetwear,Standard,M,purple,4797.610282685512,3923.96545020848
4,DragonWear MA-04,Casual,All-weather,S,white,9610.756521739131,5604.032127826088
31,DragonWear MA-31,Casual,All-weather,XL,black,8993.317021276596,7894.333681276596
36,DragonWear MA-36,Casual,All-weather,S,green,5604.936206896552,3526.0653677586206
702,HanoiStreet MA-09,Casual,All-weather,L,orange,3720.711891891892,3306.5966583243244
1046,MekongFit MA-04,Casual,All-weather,L,green,1243.62,1007.580924
1047,MekongFit MA-05,Casual,All-weather,XL,silver,2653.821219512195,1379.987034146341
1053,MekongFit MA-11,Casual,All-weather,M,blue,3460.8919000381534,3287.8473050362454
1909,UrbanVN MA-02,Casual,All-weather,M,yellow,2481.642785622593,2028.494812967908
1915,UrbanVN MA-08,Casual,All-weather,XL,purple,5795.885337423313,3976.556930006135
1916,UrbanVN MA-09,Casual,All-weather,S,green,3559.9503011292345,3381.9527860727726
1920,UrbanVN MA-13,Casual,All-weather,S,red,3366.602972136223,3198.272823529412
2192,VietMotion MA-06,Casual,All-weather,S,orange,2587.684929328622,2458.3006828621906
2199,VietMotion MA-13,Casual,All-weather,XL,yellow,2387.299419873636,2267.9344488799543
797,HanoiStreet RS-01,Outdoor,Premium,M,silver,3792.839178082192,3178.399231232877
802,HanoiStreet RS-06,Outdoor,Premium,L,orange,2015.37,1867.038768
816,HanoiStreet RS-20,Outdoor,Premium,S,green,4614.077052476704,3811.689053051005
1114,MekongFit RS-02,Outdoor,Premium,L,white,2070.64397260274,1556.5030742054794
1116,MekongFit RS-04,Outdoor,Premium,S,green,3151.464301221167,1908.2116343894168
1120,MekongFit RS-08,Outdoor,Premium,S,red,2225.38025390625,2045.792067416016
1987,UrbanVN RS-06,Outdoor,Premium,XL,silver,1972.5575,1723.42348775
1990,UrbanVN RS-09,Outdoor,Premium,L,red,3180.105,2713.5835965
1991,UrbanVN RS-10,Outdoor,Premium,XL,black,3784.939744597249,3327.7190234499017
2269,VietMotion RS-02,Outdoor,Premium,M,yellow,3915.427786872344,3719.6563975287263
2270,VietMotion RS-03,Outdoor,Premium,L,red,3778.7642307692304,3589.826019230769
2277,VietMotion RS-10,Outdoor,Premium,M,silver,3358.794231856739,3190.8545202639016
2280,VietMotion RS-13,Outdoor,Premium,S,red,1977.4845762711864,1878.610347457627
2284,VietMotion RS-17,Outdoor,Premium,S,white,3915.939241350563,2108.341687543143
1000,HanoiStreet YY-01,GenZ,Trendy,S,red,1188.3481205164992,915.3845572338593
1001,HanoiStreet YY-02,GenZ,Trendy,M,black,4904.031105815062,3874.6749767044807
1003,HanoiStreet YY-04,GenZ,Trendy,XL,blue,1038.87,986.9264999999998
1005,HanoiStreet YY-06,GenZ,Trendy,M,purple,1402.412910447761,811.0153861119402
1006,HanoiStreet YY-07,GenZ,Trendy,L,green,1119.5099999999998,619.760736
1014,HanoiStreet YY-15,GenZ,Trendy,L,white,1038.87,951.397146
1017,HanoiStreet YY-18,GenZ,Trendy,M,silver,3407.941498530852,1959.907155805093
1818,SaigonCore YY-13,GenZ,Trendy,L,pink,2515.8053649635035,2390.015096715328
1836,SaigonCore YY-31,GenZ,Trendy,S,green,1705.576611570248,1041.766194347107
1847,SaigonCore YY-42,GenZ,Trendy,XL,silver,1562.140588235294,1484.0335588235291
1859,SaigonCore YY-54,GenZ,Trendy,XL,yellow,1885.747736131934,1552.1589616101946
1862,SaigonCore YY-57,GenZ,Trendy,L,orange,2656.232068965517,1842.6281862413796
2396,VietMotion YY-05,GenZ,Trendy,S,green,1182.8508904109588,799.0157764726027
2400,VietMotion YY-09,GenZ,Trendy,S,red,1109.2610614525138,1053.798008379888
2407,VietMotion YY-16,GenZ,Trendy,XL,silver,936.0128571428572,826.4057515714287
1285,VietMode MA-21,Casual,All-weather,M,purple,4647.476842105263,3315.9747268421056
1298,VietMode MA-34,Casual,All-weather,L,pink,4444.02,3357.4571100000003
713,HanoiStreet RP-01,Outdoor,Activewear,M,blue,1952.0120454545452,1681.8535783636362
714,HanoiStreet RP-02,Outdoor,Activewear,L,white,1952.0120454545452,1350.7923354545455
725,HanoiStreet RP-13,Outdoor,Activewear,M,purple,1341.3127118644063,1274.2470762711862
726,HanoiStreet RP-14,Outdoor,Activewear,L,green,1341.3127118644063,1274.2470762711862
729,HanoiStreet RP-17,Outdoor,Activewear,M,yellow,3782.677086614173,3301.8988289055114
730,HanoiStreet RP-18,Outdoor,Activewear,L,red,3782.677086614173,2712.936006519685
733,HanoiStreet RP-21,Outdoor,Activewear,M,blue,4376.45179245283,2285.383126018868
734,HanoiStreet RP-22,Outdoor,Activewear,L,white,4376.45179245283,3725.6734109150943
739,HanoiStreet RP-27,Outdoor,Activewear,XL,yellow,2078.146595744681,1837.081590638298
740,HanoiStreet RP-28,Outdoor,Activewear,S,red,2078.146595744681,1680.804966638298
753,HanoiStreet RP-41,Outdoor,Activewear,M,blue,2960.314736842105,1663.992913578947
754,HanoiStreet RP-42,Outdoor,Activewear,L,white,2960.314736842105,2498.801669368421
757,HanoiStreet RP-45,Outdoor,Activewear,M,silver,890.4549377123442,566.9526588414495
758,HanoiStreet RP-46,Outdoor,Activewear,L,pink,890.4549377123442,845.9321908267269
767,HanoiStreet RP-55,Outdoor,Activewear,XL,silver,1148.819768160742,585.8980817619783
768,HanoiStreet RP-56,Outdoor,Activewear,S,pink,1148.819768160742,728.9261428979906
769,HanoiStreet RP-57,Outdoor,Activewear,M,yellow,3297.595237449118,1690.347318716418
770,HanoiStreet RP-58,Outdoor,Activewear,L,red,3297.595237449118,3096.441927964722
785,HanoiStreet RP-73,Outdoor,Activewear,M,purple,699.7209571558797,441.24403558249776
786,HanoiStreet RP-74,Outdoor,Activewear,L,green,699.7209571558797,645.842443454877
787,HanoiStreet RP-75,Outdoor,Activewear,XL,silver,3820.797597955707,3601.865895592845
788,HanoiStreet RP-76,Outdoor,Activewear,S,pink,3820.797597955707,2436.1405484565585
795,HanoiStreet RP-83,Outdoor,Activewear,XL,purple,3338.27,1832.042576
796,HanoiStreet RP-84,Outdoor,Activewear,S,green,3338.27,3052.8479150000003
2204,VietMotion RP-01,Outdoor,Activewear,S,white,1771.100769230769,1588.5002799230772
2205,VietMotion RP-02,Outdoor,Activewear,M,purple,1771.100769230769,1682.5457307692304
2223,VietMotion RP-20,Outdoor,Activewear,XL,blue,2772.1630069930065,2178.9201234965035
2226,VietMotion RP-23,Outdoor,Activewear,L,green,3905.37,3541.780053
2227,VietMotion RP-24,Outdoor,Activewear,XL,silver,3905.37,3396.109752
2234,VietMotion RP-31,Outdoor,Activewear,L,white,815.4618895599655,609.0684853123382
2235,VietMotion RP-32,Outdoor,Activewear,XL,purple,815.4618895599655,614.042802838654
2240,VietMotion RP-37,Outdoor,Activewear,S,red,1070.2073493975904,1005.3527840240964
2241,VietMotion RP-38,Outdoor,Activewear,M,black,1070.2073493975904,622.646635879518
2250,VietMotion RP-47,Outdoor,Activewear,L,red,1511.37,944.455113
2251,VietMotion RP-48,Outdoor,Activewear,XL,black,1511.37,1150.605981
2252,VietMotion RP-49,Outdoor,Activewear,S,orange,1621.5537476099423,1087.4139431472274
2253,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.5537476099423,1250.8665609063096
2254,VietMotion RP-51,Outdoor,Activewear,L,white,715.600871757925,486.6801528825648
2255,VietMotion RP-52,Outdoor,Activewear,XL,purple,715.600871757925,679.8208281700287
2262,VietMotion RP-59,Outdoor,Activewear,L,orange,3918.239568919638,3722.327590473656
2263,VietMotion RP-60,Outdoor,Activewear,XL,blue,3918.239568919638,3722.327590473656
1057,MekongFit RP-03,Outdoor,Activewear,M,silver,1607.8226315789473,1036.884815105263
1058,MekongFit RP-04,Outdoor,Activewear,L,pink,1607.8226315789473,1527.4315
1061,MekongFit RP-07,Outdoor,Activewear,M,black,1800.4956652868125,1624.2271396552335
1062,MekongFit RP-08,Outdoor,Activewear,L,orange,1800.4956652868125,1710.470882022472
1075,MekongFit RP-21,Outdoor,Activewear,XL,purple,3114.1088059701488,1652.034721567164
1076,MekongFit RP-22,Outdoor,Activewear,S,green,3114.1088059701488,2258.663116970149
1081,MekongFit RP-27,Outdoor,Activewear,M,black,2782.7306557377046,2487.204660098361
1082,MekongFit RP-28,Outdoor,Activewear,L,orange,2782.7306557377046,2043.915666639344
1085,MekongFit RP-31,Outdoor,Activewear,M,purple,1139.5005960656706,895.8753686268303
1086,MekongFit RP-32,Outdoor,Activewear,L,green,1139.5005960656706,846.3070926979735
1095,MekongFit RP-41,Outdoor,Activewear,XL,purple,1480.6935294117643,1383.1158258235296
1096,MekongFit RP-42,Outdoor,Activewear,S,green,1480.6935294117643,873.7572517058823
1106,MekongFit RP-52,Outdoor,Activewear,L,green,3028.62,2278.430826
1109,MekongFit RP-55,Outdoor,Activewear,M,yellow,2555.2866666666664,2320.7113506666665
1110,MekongFit RP-56,Outdoor,Activewear,L,red,2555.2866666666664,2427.522333333333
1111,MekongFit RP-57,Outdoor,Activewear,XL,black,1422.8740268456374,1286.2781202684564
1112,MekongFit RP-58,Outdoor,Activewear,S,orange,1422.8740268456374,1014.2246063355705
1926,UrbanVN RP-01,Outdoor,Activewear,L,green,1137.8602807775376,1058.4376331792655
1927,UrbanVN RP-02,Outdoor,Activewear,XL,silver,1137.8602807775376,1080.9672667386606
1934,UrbanVN RP-09,Outdoor,Activewear,L,white,1609.9115094339622,1337.8364643396226
1935,UrbanVN RP-10,Outdoor,Activewear,XL,purple,1609.9115094339622,1048.696357245283
1942,UrbanVN RP-17,Outdoor,Activewear,L,orange,1481.996824817518,1407.896983576642
1943,UrbanVN RP-18,Outdoor,Activewear,XL,blue,1481.996824817518,1063.7773208540143
1948,UrbanVN RP-23,Outdoor,Activewear,S,pink,3728.773125,2971.086426
1949,UrbanVN RP-24,Outdoor,Activewear,M,yellow,3728.773125,2876.7484659375
1966,UrbanVN RP-41,Outdoor,Activewear,L,green,2939.728361774744,1892.009173638225
1967,UrbanVN RP-42,Outdoor,Activewear,XL,silver,2939.728361774744,2792.7419436860064
1974,UrbanVN RP-49,Outdoor,Activewear,L,white,692.3085964912281,657.6931666666666
1975,UrbanVN RP-50,Outdoor,Activewear,XL,purple,692.3085964912281,657.6931666666666
1978,UrbanVN RP-53,Outdoor,Activewear,L,pink,3185.1557142857146,1873.827106714286
1979,UrbanVN RP-54,Outdoor,Activewear,XL,yellow,3185.1557142857146,1959.826311
1317,VietMode RP-09,Outdoor,Activewear,M,silver,3944.035454545454,3586.7058423636363
1318,VietMode RP-10,Outdoor,Activewear,L,pink,3944.035454545454,2028.0230307272727
1329,VietMode RP-21,Outdoor,Activewear,M,yellow,1652.259512195122,1569.6465365853658
1330,VietMode RP-22,Outdoor,Activewear,L,red,1652.259512195122,846.6177740487806
1347,VietMode RP-39,Outdoor,Activewear,XL,silver,3892.450866141732,3697.828322834645
1348,VietMode RP-40,Outdoor,Activewear,S,pink,3892.450866141732,3079.707125291339
1351,VietMode RP-43,Outdoor,Activewear,XL,black,3944.34,3610.254402
1352,VietMode RP-44,Outdoor,Activewear,S,orange,3944.34,3006.770382
1359,VietMode RP-51,Outdoor,Activewear,XL,yellow,4629.24,2730.788676
1360,VietMode RP-52,Outdoor,Activewear,S,red,4629.24,4397.777999999999
1425,VietMode RP-17,Outdoor,Activewear,M,purple,3680.236655518395,2233.535626234114
1426,VietMode RP-18,Outdoor,Activewear,L,green,3680.236655518395,1877.2887179799327
1430,VietMode RP-22,Outdoor,Activewear,L,red,3603.8321052631577,2923.068220578947
1431,VietMode RP-23,Outdoor,Activewear,XL,black,4093.74,2673.21222
1432,VietMode RP-24,Outdoor,Activewear,S,orange,4093.74,3889.053
1435,VietMode RP-27,Outdoor,Activewear,XL,purple,4004.843365384615,3125.3797623461537
1436,VietMode RP-28,Outdoor,Activewear,S,green,4004.843365384615,2924.7371097403843
1449,VietMode RP-41,Outdoor,Activewear,M,yellow,1802.115,1575.769356
1450,VietMode RP-42,Outdoor,Activewear,L,red,1802.115,1309.056336
1451,VietMode RP-43,Outdoor,Activewear,XL,black,4603.797692307692,4373.607807692308
1452,VietMode RP-44,Outdoor,Activewear,S,orange,4603.797692307692,4373.607807692308
1477,VietMode RP-69,Outdoor,Activewear,M,silver,4030.7399999999993,2267.694324
1479,VietMode RP-71,Outdoor,Activewear,XL,yellow,4469.5675862068965,2982.5424502758624
1480,VietMode RP-72,Outdoor,Activewear,S,red,4469.5675862068965,3598.001906896552
1483,VietMode RP-75,Outdoor,Activewear,XL,blue,984.4328571428572,641.5548930000001
1484,VietMode RP-76,Outdoor,Activewear,S,white,984.4328571428572,935.2112142857142
1485,VietMode RP-77,Outdoor,Activewear,M,purple,4230.24,2410.813776
1486,VietMode RP-78,Outdoor,Activewear,L,green,4230.24,4018.728
1489,VietMode RP-81,Outdoor,Activewear,M,yellow,3248.5471597633136,2722.2825198816568
1490,VietMode RP-82,Outdoor,Activewear,L,red,3248.5471597633136,3086.119801775148
1501,VietMode RP-93,Outdoor,Activewear,M,black,4400.339999999999,3290.134218
1502,VietMode RP-94,Outdoor,Activewear,L,orange,4400.339999999999,2938.107018
