Date,Revenue,COGS
2012-10-24,3829179.99,3037851.31
2012-10-25,3104460.52,2528526.7
2012-10-26,2138927.17,1671777.12
2012-10-27,2816872.34,2296869.06
2012-10-28,6259883.83,5044146.85
2012-10-29,5424539.1,4294440.71
2012-10-30,6347274.89,5049887.71
2012-10-31,4942677.89,3871571.88
2012-11-01,5536748.35,4440955.34
2012-11-02,1936831.08,1547786.14
2012-11-03,2911848.61,2151815.97
2012-11-04,2658832.75,2131401.7
2012-11-05,3332448.46,2732792.99
2012-11-06,3439495.01,2809375.18
2012-11-07,1969815.91,1538155.1
2012-11-08,2197716.17,1723412.77
2012-11-09,2920310.06,2308918.6
2012-11-10,3124993.27,2475389.25
2012-11-11,3484874.3,2713727.18
2012-11-12,3806978.06,3077336.49
2012-11-13,3848498.06,3048755.92
2012-11-14,3213518.64,2550177.92
2012-11-15,2996358.37,2282178.26
2012-11-16,2851503.98,2255928.16
2012-11-17,3258479.4,2499839.57
2012-11-18,3292697.97,2632996.71
2012-11-19,4654711.93,3714724.53
2012-11-20,3532139.01,2841184.71
2012-11-21,3144567.59,2465022.82
2012-11-22,2661394.83,2082526.75
2012-11-23,3625609.77,2879673.14
2012-11-24,2283866.51,1759438.38
2012-11-25,2891169.43,2288045.69
2012-11-26,3626699.25,2942841.67
2012-11-27,4703189.22,3751057.26
2012-11-28,3980270.66,3143037.5
2012-11-29,3116036.61,2564940.27
2012-11-30,3184691.98,2466641.44
2012-12-01,3064822.76,2435991.34
2012-12-02,1765509.34,1464812.23
2012-12-03,2315389.05,1807129.65
2012-12-04,2382954.42,1864688.02
2012-12-05,2286277.45,1849992.69
2012-12-06,2733678.5,2184618.1
2012-12-07,2065198.04,1633326.72
2012-12-08,2087384.34,1719369.91
2012-12-09,2430122.78,1883727.02
2012-12-10,2542389.69,2015472.58
2012-12-11,3699430.17,3001083.16
2012-12-12,4386420.92,3545221.89
2012-12-13,2326824.81,1839144.84
2012-12-14,2659317.57,2101555.8
2012-12-15,3385542.75,2693057.28
2012-12-16,3484853.43,2706611.68
2012-12-17,4281691.85,3433745.61
2012-12-18,4394537.67,3473710.24
2012-12-19,3785472.73,3004383.53
2012-12-20,3905985.95,3132486.67
2012-12-21,3966203.09,3174444.37
2012-12-22,3225123.87,2559516.54
2012-12-23,2151580.15,1770780.57
2012-12-24,3297376.6,2599138.83
2012-12-25,4917024.98,3856446.89
2012-12-26,3285221.25,2658633.45
2012-12-27,4994041.71,3924374.73
2012-12-28,8573663.31,6682336.48
2012-12-29,7842913.37,6260959.87
2012-12-30,6511908.92,5180121.12
2012-12-31,5573749.22,4432224.44
2013-01-01,5304546.99,4156070.2
2013-01-02,1606940.44,1237497.84
2013-01-03,2281680.01,1832133.02
2013-01-04,2376895.46,1940747.07
2013-01-05,2509462.77,1977027.71
2013-01-06,2603356.52,2060481.76
2013-01-07,3048100.39,2452517.39
2013-01-08,2449700.42,1973182.14
2013-01-09,2049715.7,1654806.5
2013-01-10,2794331.46,2122153.07
2013-01-11,2343077.25,1805692.13
2013-01-12,2814596.53,2241879.07
2013-01-13,2919719.62,2279740.92
2013-01-14,3077677.28,2477490.97
2013-01-15,2536405.93,2094291.34
2013-01-16,1849789.43,1445623.48
2013-01-17,2173214.95,1763012.0
2013-01-18,2099249.56,1615535.57
2013-01-19,2477132.79,2033637.15
2013-01-20,2522776.58,2018671.04
2013-01-21,4100379.42,3250868.59
2013-01-22,3538734.12,2801650.02
2013-01-23,2836455.88,2322088.98
2013-01-24,2522924.71,2102458.71
2013-01-25,2823082.71,2273250.41
2013-01-26,2312290.79,1869897.73
2013-01-27,3818881.29,3023842.24
2013-01-28,5008712.77,4035190.91
2013-01-29,4833870.43,4015854.7
2013-01-30,4296295.37,3414688.28
2013-01-31,3378679.46,2731823.14
2013-02-01,4073777.92,3289266.58
2013-02-02,2351969.75,1915236.16
2013-02-03,2743224.75,2293960.05
2013-02-04,3599084.22,2986552.92
2013-02-05,3829186.14,3181079.49
2013-02-06,2313071.08,1919077.04
2013-02-07,2839296.13,2338660.54
2013-02-08,2648161.4,2136088.4
2013-02-09,2957587.36,2354253.06
2013-02-10,3380985.73,2832001.18
2013-02-11,4189315.44,3426089.62
2013-02-12,3967295.55,3276616.25
2013-02-13,3156812.35,2628245.52
2013-02-14,3286622.13,2725794.93
2013-02-15,2860640.37,2293142.09
2013-02-16,3339909.75,2755975.45
2013-02-17,3433567.61,2907659.44
2013-02-18,4473211.04,3823113.82
2013-02-19,4318301.23,3421155.04
2013-02-20,3392471.04,2787089.48
2013-02-21,3412803.18,2676550.95
2013-02-22,3535377.38,2908690.59
2013-02-23,4286140.45,3439856.85
2013-02-24,5419232.89,4431878.1
2013-02-25,9128225.25,7430696.94
2013-02-26,6762535.71,5653323.87
2013-02-27,5716765.68,4880975.48
2013-02-28,4367566.41,3573846.75
2013-03-01,2693901.21,2256905.73
2013-03-02,279813.94,236576.31
2013-03-03,1959484.08,1505793.8
2013-03-04,1412869.43,1130489.5
2013-03-05,2440470.72,1954056.55
2013-03-06,3247761.18,2622451.1
2013-03-07,4017685.67,3191424.08
2013-03-08,3622255.55,2838056.23
2013-03-09,3263371.09,2560913.71
2013-03-10,3510986.19,2877727.07
2013-03-11,3242639.13,2568418.97
2013-03-12,3660190.99,2853606.73
2013-03-13,4335373.37,3463021.54
2013-03-14,6692797.3,5359353.2
2013-03-15,5330057.69,4206775.58
2013-03-16,3591734.21,2762570.88
2013-03-17,4401297.64,3565497.63
2013-03-18,4567013.37,3743618.37
2013-03-19,4645433.62,3929520.42
2013-03-20,4992105.19,4308112.41
2013-03-21,7355693.45,6496769.78
2013-03-22,6603332.26,6021167.98
2013-03-23,6009508.61,5393148.03
2013-03-24,5088153.2,4610104.28
2013-03-25,4694308.82,4169990.65
2013-03-26,5731432.22,5192620.7
2013-03-27,6872130.59,6081507.57
2013-03-28,8099154.93,7239463.63
2013-03-29,8381683.44,7644413.84
2013-03-30,11636994.38,10600188.31
2013-03-31,9455023.8,8513517.85
2013-04-01,10313848.23,9188774.52
2013-04-02,8250013.05,7374699.1
2013-04-03,8740749.51,7769943.74
2013-04-04,4270660.8,3779960.51
2013-04-05,3073716.42,2637291.44
2013-04-06,3663196.56,3221790.63
2013-04-07,2924734.26,2598895.09
2013-04-08,4670874.28,4351446.44
2013-04-09,4293257.18,3845242.09
2013-04-10,6011834.78,5327749.04
2013-04-11,4244755.76,3794688.65
2013-04-12,4282161.81,3850989.97
2013-04-13,5214391.75,4691901.42
2013-04-14,4506492.03,3873550.82
2013-04-15,5167610.5,4514315.72
2013-04-16,5887221.88,4755791.57
2013-04-17,8104639.53,6617328.78
2013-04-18,6536742.64,5253454.75
2013-04-19,5871312.85,4657092.08
2013-04-20,6012115.71,4722140.67
2013-04-21,6323547.99,5021941.78
2013-04-22,7292352.56,5866886.82
2013-04-23,8757473.08,6907927.03
2013-04-24,9358565.61,7286897.36
2013-04-25,9127283.0,7206948.14
2013-04-26,6156392.84,4860244.05
2013-04-27,6420235.09,5103697.51
2013-04-28,9099343.31,7234100.22
2013-04-29,13160942.22,10423989.71
