order_id,order_date,customer_id,zip,order_status,payment_method,device_type,order_source
239,2012-07-04,169,15236,delivered,credit_card,mobile,paid_search
241,2012-07-04,2851,15677,delivered,credit_card,mobile,paid_search
242,2012-07-04,799,16314,delivered,credit_card,desktop,social_media
244,2012-07-05,5167,16866,delivered,credit_card,mobile,email_campaign
245,2012-07-05,7331,18037,delivered,paypal,desktop,organic_search
246,2012-07-05,8269,18504,delivered,credit_card,mobile,organic_search
249,2012-07-04,65065,20002,cancelled,paypal,desktop,direct
250,2012-07-04,44235,21218,delivered,credit_card,desktop,social_media
251,2012-07-05,44466,21640,delivered,apple_pay,tablet,email_campaign
254,2012-07-05,37565,24981,delivered,credit_card,mobile,paid_search
257,2012-07-04,38541,25632,delivered,paypal,tablet,organic_search
259,2012-07-06,49708,27018,delivered,paypal,mobile,paid_search
260,2012-07-04,60048,27295,delivered,paypal,desktop,organic_search
261,2012-07-05,50508,27526,delivered,credit_card,tablet,email_campaign
262,2012-07-04,50911,27804,cancelled,apple_pay,tablet,referral
263,2012-07-04,60389,28120,delivered,credit_card,mobile,social_media
264,2012-07-07,52233,28584,delivered,paypal,mobile,social_media
265,2012-07-04,60826,28715,delivered,credit_card,desktop,direct
266,2012-07-05,60924,28739,delivered,credit_card,mobile,social_media
268,2012-07-05,54254,30126,delivered,credit_card,tablet,organic_search
269,2012-07-04,55909,30306,delivered,paypal,mobile,social_media
271,2012-07-04,61594,30813,delivered,credit_card,tablet,referral
273,2012-07-07,21144,32119,cancelled,credit_card,desktop,paid_search
274,2012-07-06,23472,32514,delivered,credit_card,mobile,paid_search
275,2012-07-06,17486,32962,delivered,credit_card,desktop,organic_search
278,2012-07-07,18515,33541,delivered,credit_card,tablet,organic_search
280,2012-07-05,53305,36420,delivered,credit_card,tablet,organic_search
281,2012-07-07,73912,37601,delivered,credit_card,mobile,referral
282,2012-07-06,74024,37663,delivered,apple_pay,mobile,social_media
284,2012-07-04,98689,39154,delivered,credit_card,tablet,organic_search
285,2012-07-04,69370,41501,delivered,apple_pay,mobile,paid_search
286,2012-07-06,70475,42633,delivered,credit_card,desktop,social_media
287,2012-07-06,46502,42748,delivered,credit_card,desktop,email_campaign
290,2012-07-04,23859,44442,delivered,apple_pay,mobile,organic_search
291,2012-07-04,28604,44444,delivered,paypal,desktop,organic_search
292,2012-07-04,29435,44905,delivered,credit_card,mobile,organic_search
293,2012-07-06,24527,45345,cancelled,credit_card,mobile,paid_search
295,2012-07-04,24738,45424,delivered,credit_card,desktop,paid_search
296,2012-07-05,24783,45439,delivered,bank_transfer,desktop,paid_search
297,2012-07-06,35241,46237,delivered,cod,desktop,paid_search
298,2012-07-04,35641,46567,delivered,cod,mobile,organic_search
299,2012-07-04,34077,46809,delivered,apple_pay,desktop,email_campaign
300,2012-07-05,36977,47933,delivered,credit_card,desktop,referral
301,2012-07-04,29843,48105,delivered,credit_card,tablet,organic_search
302,2012-07-05,33573,48131,delivered,credit_card,desktop,paid_search
303,2012-07-04,31358,48746,delivered,credit_card,mobile,referral
305,2012-07-05,33610,49022,returned,cod,mobile,paid_search
306,2012-07-04,32093,49071,delivered,credit_card,mobile,social_media
307,2012-07-07,32185,49201,delivered,cod,desktop,organic_search
308,2012-07-04,112399,52404,delivered,credit_card,tablet,paid_search
309,2012-07-07,112407,52405,delivered,apple_pay,desktop,organic_search
310,2012-07-07,115655,53150,cancelled,cod,desktop,organic_search
311,2012-07-05,115699,53188,delivered,credit_card,desktop,organic_search
312,2012-07-05,114661,53590,cancelled,bank_transfer,desktop,referral
315,2012-07-04,102825,55044,delivered,apple_pay,desktop,social_media
316,2012-07-04,103055,55112,delivered,credit_card,desktop,referral
317,2012-07-04,103210,55311,delivered,paypal,desktop,paid_search
318,2012-07-04,103493,55372,delivered,credit_card,mobile,social_media
322,2012-07-04,91101,58201,delivered,credit_card,mobile,social_media
323,2012-07-05,91758,58554,delivered,paypal,desktop,social_media
324,2012-07-04,91799,58572,delivered,credit_card,desktop,social_media
326,2012-07-07,92267,58854,delivered,apple_pay,mobile,email_campaign
328,2012-07-05,117697,60073,delivered,credit_card,mobile,paid_search
330,2012-07-05,118505,60473,delivered,credit_card,desktop,referral
331,2012-07-04,118675,60527,delivered,cod,mobile,social_media
333,2012-07-07,121189,61523,delivered,credit_card,mobile,organic_search
335,2012-07-07,110056,63401,delivered,credit_card,desktop,paid_search
336,2012-07-07,110160,63459,returned,apple_pay,desktop,email_campaign
337,2012-07-07,76805,63755,delivered,credit_card,mobile,paid_search
338,2012-07-04,76983,63857,delivered,bank_transfer,desktop,social_media
339,2012-07-04,83867,64730,delivered,credit_card,mobile,social_media
340,2012-07-05,95998,67851,delivered,credit_card,mobile,social_media
341,2012-07-06,96000,67851,delivered,credit_card,desktop,paid_search
342,2012-07-07,101706,71044,delivered,paypal,mobile,organic_search
344,2012-07-04,102023,71235,delivered,cod,mobile,social_media
346,2012-07-05,79638,72104,delivered,credit_card,desktop,paid_search
347,2012-07-04,80226,72403,paid,apple_pay,tablet,paid_search
348,2012-07-05,80375,72450,delivered,credit_card,mobile,referral
351,2012-07-05,124486,75061,delivered,paypal,desktop,paid_search
352,2012-07-04,124593,75090,cancelled,cod,mobile,organic_search
353,2012-07-04,122760,75672,paid,credit_card,mobile,organic_search
357,2012-07-04,129553,78043,delivered,paypal,mobile,organic_search
358,2012-07-05,126680,79424,cancelled,paypal,mobile,email_campaign
359,2012-07-04,126929,79703,delivered,cod,desktop,organic_search
362,2012-07-04,107193,80110,cancelled,cod,mobile,paid_search
365,2012-07-04,107508,80443,delivered,paypal,desktop,direct
366,2012-07-06,107679,80501,delivered,credit_card,desktop,direct
367,2012-07-05,108288,80909,delivered,paypal,desktop,direct
368,2012-07-06,87305,82633,paid,credit_card,mobile,organic_search
369,2012-07-06,154099,84088,delivered,credit_card,desktop,direct
370,2012-07-07,142792,85044,delivered,credit_card,tablet,referral
371,2012-07-04,142897,85098,delivered,credit_card,desktop,organic_search
372,2012-07-05,143098,85213,delivered,credit_card,desktop,paid_search
373,2012-07-07,143096,85213,returned,apple_pay,mobile,paid_search
376,2012-07-07,143787,85383,delivered,credit_card,mobile,email_campaign
377,2012-07-06,143787,85383,delivered,credit_card,mobile,paid_search
378,2012-07-04,144103,85650,delivered,cod,desktop,paid_search
380,2012-07-04,142356,90023,delivered,credit_card,desktop,organic_search
381,2012-07-04,140143,90703,delivered,paypal,mobile,paid_search
383,2012-07-04,141011,91745,delivered,credit_card,mobile,social_media
385,2012-07-04,138636,92337,delivered,credit_card,tablet,paid_search
386,2012-07-04,138668,92345,delivered,credit_card,tablet,email_campaign
388,2012-07-04,136299,95678,cancelled,credit_card,mobile,organic_search
391,2012-07-04,137408,95816,delivered,credit_card,tablet,email_campaign
393,2012-07-05,146866,97055,cancelled,credit_card,mobile,paid_search
394,2012-07-05,150786,97478,delivered,credit_card,desktop,organic_search
395,2012-07-07,148454,98006,cancelled,paypal,tablet,email_campaign
396,2012-07-06,149024,98221,delivered,cod,mobile,organic_search
397,2012-07-04,149294,98290,delivered,paypal,mobile,organic_search
399,2012-07-05,149646,98390,cancelled,credit_card,desktop,social_media
400,2012-07-04,149889,98512,delivered,cod,desktop,social_media
401,2012-07-05,150189,98607,delivered,paypal,desktop,organic_search
402,2012-07-04,152900,98823,delivered,apple_pay,tablet,email_campaign
403,2012-07-07,153818,99362,delivered,credit_card,desktop,direct
404,2012-07-04,153817,99362,paid,credit_card,mobile,direct
405,2012-07-04,153819,99362,returned,cod,desktop,direct
406,2012-07-07,148046,99664,delivered,credit_card,mobile,social_media
409,2012-07-08,44737,21769,returned,cod,tablet,social_media
410,2012-07-04,63052,29510,delivered,credit_card,mobile,paid_search
411,2012-07-08,54226,30120,delivered,credit_card,desktop,social_media
412,2012-07-08,54226,30120,returned,paypal,mobile,paid_search
413,2012-07-05,75851,38351,delivered,cod,desktop,social_media
414,2012-07-07,45667,40104,delivered,credit_card,mobile,paid_search
415,2012-07-04,24740,45424,delivered,credit_card,desktop,social_media
416,2012-07-08,30774,48442,shipped,credit_card,desktop,organic_search
417,2012-07-08,31948,49017,delivered,apple_pay,desktop,direct
418,2012-07-04,32484,49318,delivered,paypal,mobile,organic_search
419,2012-07-08,32699,49417,delivered,credit_card,mobile,organic_search
420,2012-07-08,105977,51346,delivered,paypal,desktop,paid_search
421,2012-07-05,103300,55330,delivered,credit_card,tablet,organic_search
423,2012-07-06,83175,64064,returned,apple_pay,mobile,email_campaign
425,2012-07-06,83257,64081,shipped,credit_card,desktop,referral
426,2012-07-07,85640,66030,cancelled,cod,mobile,referral
427,2012-07-05,100613,70471,delivered,paypal,mobile,organic_search
428,2012-07-08,124284,75013,delivered,credit_card,tablet,social_media
429,2012-07-05,125103,76028,delivered,apple_pay,desktop,organic_search
430,2012-07-06,125448,76126,returned,credit_card,mobile,paid_search
432,2012-07-05,156159,83858,delivered,apple_pay,desktop,paid_search
433,2012-07-06,153955,84043,delivered,credit_card,desktop,organic_search
434,2012-07-04,141430,92679,delivered,credit_card,desktop,organic_search
435,2012-07-04,139343,93306,delivered,apple_pay,mobile,email_campaign
436,2012-07-05,132875,93722,delivered,credit_card,mobile,paid_search
438,2012-07-06,59997,2777,delivered,credit_card,mobile,direct
439,2012-07-07,60007,2780,delivered,credit_card,tablet,social_media
440,2012-07-07,57607,2814,delivered,credit_card,mobile,paid_search
442,2012-07-08,57829,2889,delivered,apple_pay,mobile,email_campaign
443,2012-07-06,56576,6239,delivered,credit_card,desktop,social_media
444,2012-07-05,56609,6250,delivered,bank_transfer,desktop,paid_search
445,2012-07-08,56671,6277,delivered,apple_pay,desktop,paid_search
446,2012-07-06,56672,6277,delivered,credit_card,mobile,organic_search
448,2012-07-07,40222,7005,delivered,apple_pay,desktop,email_campaign
449,2012-07-07,40390,7070,delivered,credit_card,desktop,paid_search
450,2012-07-08,41585,7078,created,credit_card,tablet,email_campaign
451,2012-07-06,40479,7304,created,paypal,mobile,email_campaign
452,2012-07-09,40635,7452,delivered,credit_card,tablet,paid_search
453,2012-07-07,40894,7647,delivered,credit_card,desktop,paid_search
457,2012-07-07,12402,11949,delivered,cod,mobile,organic_search
458,2012-07-09,13471,12158,paid,credit_card,mobile,organic_search
459,2012-07-08,16180,13440,delivered,apple_pay,mobile,social_media
461,2012-07-09,9157,14094,delivered,paypal,tablet,direct
463,2012-07-09,1922,15321,delivered,credit_card,mobile,paid_search
466,2012-07-05,4979,16701,delivered,credit_card,desktop,email_campaign
469,2012-07-06,8451,18801,delivered,credit_card,mobile,organic_search
470,2012-07-09,3804,19002,delivered,credit_card,desktop,direct
471,2012-07-07,3894,19026,delivered,credit_card,mobile,organic_search
472,2012-07-05,3898,19027,shipped,credit_card,desktop,social_media
473,2012-07-09,4289,19382,delivered,cod,desktop,social_media
474,2012-07-06,65382,20166,delivered,credit_card,mobile,paid_search
475,2012-07-09,64309,20650,delivered,cod,desktop,social_media
476,2012-07-07,44434,21629,delivered,credit_card,mobile,referral
477,2012-07-05,44795,21784,delivered,cod,mobile,social_media
478,2012-07-07,44836,21797,delivered,credit_card,desktop,email_campaign
479,2012-07-09,44834,21797,delivered,credit_card,mobile,social_media
484,2012-07-09,68550,24477,delivered,cod,mobile,paid_search
485,2012-07-07,37167,24712,delivered,cod,tablet,email_campaign
486,2012-07-05,38313,25508,delivered,credit_card,mobile,paid_search
487,2012-07-06,50798,27613,delivered,credit_card,desktop,direct
490,2012-07-08,63878,29822,delivered,cod,desktop,organic_search
491,2012-07-05,64043,29910,delivered,bank_transfer,mobile,organic_search
492,2012-07-06,53783,30004,shipped,cod,mobile,social_media
495,2012-07-05,54356,30157,delivered,bank_transfer,mobile,referral
496,2012-07-06,54545,30230,delivered,paypal,desktop,paid_search
497,2012-07-07,61687,30907,delivered,cod,desktop,social_media
499,2012-07-05,23436,32504,delivered,bank_transfer,mobile,social_media
501,2012-07-08,18184,33421,paid,paypal,desktop,organic_search
503,2012-07-05,23088,34759,delivered,credit_card,desktop,organic_search
505,2012-07-09,71074,35216,delivered,credit_card,desktop,direct
506,2012-07-07,71676,35674,cancelled,apple_pay,mobile,email_campaign
508,2012-07-06,71853,35806,delivered,paypal,desktop,social_media
509,2012-07-05,52936,36117,delivered,cod,mobile,social_media
511,2012-07-06,72845,37042,delivered,paypal,mobile,social_media
513,2012-07-09,75517,38135,delivered,paypal,desktop,organic_search
514,2012-07-06,75119,38583,delivered,credit_card,mobile,social_media
515,2012-07-05,99748,39759,delivered,paypal,desktop,social_media
516,2012-07-08,46188,41010,delivered,credit_card,mobile,organic_search
517,2012-07-05,77676,42003,delivered,paypal,mobile,social_media
518,2012-07-07,72713,42223,delivered,credit_card,mobile,referral
520,2012-07-05,26362,43912,delivered,cod,desktop,organic_search
523,2012-07-06,28494,44406,delivered,credit_card,desktop,paid_search
525,2012-07-09,24424,45322,delivered,credit_card,tablet,social_media
527,2012-07-07,26574,45640,delivered,paypal,desktop,social_media
528,2012-07-09,26756,45710,delivered,credit_card,mobile,organic_search
530,2012-07-05,30121,48189,returned,bank_transfer,mobile,organic_search
531,2012-07-09,30147,48195,delivered,credit_card,desktop,social_media
532,2012-07-06,30153,48198,delivered,credit_card,mobile,social_media
533,2012-07-06,30155,48198,returned,credit_card,mobile,paid_search
534,2012-07-09,30579,48374,delivered,credit_card,mobile,social_media
535,2012-07-05,30579,48374,returned,credit_card,mobile,social_media
536,2012-07-05,31424,48762,delivered,paypal,desktop,social_media
539,2012-07-05,87579,50538,delivered,credit_card,desktop,organic_search
540,2012-07-05,111176,52645,delivered,paypal,mobile,email_campaign
542,2012-07-09,115661,53151,cancelled,credit_card,desktop,referral
543,2012-07-09,114206,53177,delivered,credit_card,desktop,referral
544,2012-07-08,114480,53545,delivered,credit_card,tablet,paid_search
545,2012-07-05,103494,55372,delivered,credit_card,desktop,organic_search
546,2012-07-06,103557,55387,delivered,credit_card,desktop,email_campaign
547,2012-07-09,103597,55398,delivered,credit_card,tablet,social_media
548,2012-07-05,118672,60526,delivered,credit_card,desktop,organic_search
550,2012-07-08,119913,61275,delivered,credit_card,desktop,social_media
551,2012-07-09,76641,62983,delivered,credit_card,mobile,paid_search
552,2012-07-05,109512,63138,delivered,cod,desktop,organic_search
554,2012-07-07,84339,64152,delivered,apple_pay,mobile,organic_search
556,2012-07-07,85866,66102,delivered,credit_card,mobile,email_campaign
557,2012-07-06,95802,67658,delivered,credit_card,desktop,organic_search
558,2012-07-06,81917,68521,delivered,credit_card,mobile,organic_search
559,2012-07-05,81937,68526,delivered,credit_card,tablet,social_media
560,2012-07-07,82335,68832,delivered,credit_card,desktop,referral
562,2012-07-09,101695,71040,delivered,credit_card,tablet,paid_search
563,2012-07-09,79136,71923,delivered,apple_pay,mobile,organic_search
564,2012-07-05,122606,75604,delivered,paypal,mobile,paid_search
565,2012-07-09,122682,75650,delivered,credit_card,mobile,direct
566,2012-07-06,125561,76201,delivered,credit_card,mobile,direct
567,2012-07-07,129450,78006,delivered,bank_transfer,mobile,organic_search
568,2012-07-08,123612,79015,delivered,credit_card,mobile,social_media
569,2012-07-07,109136,80203,delivered,apple_pay,tablet,organic_search
570,2012-07-09,109256,80231,delivered,cod,mobile,social_media
571,2012-07-06,108262,80903,cancelled,credit_card,desktop,organic_search
573,2012-07-07,155682,83619,returned,paypal,desktop,organic_search
574,2012-07-09,155883,83703,returned,cod,desktop,paid_search
577,2012-07-08,144767,86403,delivered,credit_card,mobile,email_campaign
581,2012-07-08,140470,91205,delivered,credit_card,mobile,paid_search
582,2012-07-06,140566,91321,delivered,credit_card,desktop,direct
583,2012-07-06,140985,91737,delivered,paypal,mobile,social_media
584,2012-07-08,141144,91790,returned,credit_card,mobile,direct
586,2012-07-09,138215,92069,delivered,apple_pay,tablet,organic_search
587,2012-07-06,138467,92270,returned,credit_card,desktop,paid_search
588,2012-07-08,138528,92307,delivered,bank_transfer,mobile,social_media
589,2012-07-08,138524,92307,delivered,cod,mobile,social_media
590,2012-07-08,138919,92509,delivered,credit_card,tablet,direct
